"MACARTHUR, THOMAS",NJ,3,REP,2018,100
"KIM, ANDY",NJ,3,DEM,2018,100
"SMITH, CHRISTOPHER H",NJ,4,REP,2018,100
"WELLE, JOSH",NJ,4,DEM,2018,57.2
"MCCANN, JOHN JOSEPH MR. JR.",NJ,5,REP,2018,53.1
"GOTTHEIMER, JOSH",NJ,5,DEM,2018,100
"PEZZULLO, RICHARD J.",NJ,6,REP,2018,100
"PALLONE, FRANK JR",NJ,6,DEM,2018,86.3
"MALINOWSKI, TOM",NJ,7,DEM,2018,66.8
"LANCE, LEONARD",NJ,7,REP,2018,74.9
"SIRES, ALBIO",NJ,8,DEM,2018,100
"MUNIZ, JOHN R",NJ,8,REP,2018,100
"PASCRELL, WILLIAM J. JR.",NJ,9,DEM,2018,85.7
"FISHER, ERIC P",NJ,9,REP,2018,100
"KHAN, AGHA",NJ,10,REP,2018,100
"PAYNE, DONALD M., JR.",NJ,10,DEM,2018,91.7
"SHERRILL, REBECCA MICHELLE",NJ,11,DEM,2018,77.5
"WEBBER, JAY",NJ,11,REP,2018,40
"KIPNIS, DARYL",NJ,12,REP,2018,100
"COLEMAN, BONNIE WATSON",NJ,12,DEM,2018,100
"HAALAND, DEBRA",NM,1,DEM,2018,40.6
"ARNOLD-JONES, JANICE E",NM,1,REP,2018,100
"HERRELL, STELLA YVETTE",NM,2,REP,2018,49
"TORRES SMALL, XOCHITL",NM,2,DEM,2018,72.6
"LUJAN, BEN R MR.",NM,3,DEM,2018,100
"MCFALL, JERALD STEVE",NM,3,REP,2018,100
"TITUS, DINA",NV,1,DEM,2018,78.7
"BENTLEY, JOYCE",NV,1,REP,2018,55.2
"AMODEI, MARK EUGENE EUGENE",NV,2,REP,2018,71.7
"KOBLE, CLINT MATTHEW MR.",NV,2,DEM,2018,26.1
"LEE, SUSIE",NV,3,DEM,2018,66.9
"TARKANIAN, DANNY",NV,3,REP,2018,44.1
"HARDY, CRESENT",NV,4,REP,2018,47.4
"GERSHON, PERRY",NY,1,DEM,2018,35.5
"ZELDIN, LEE M",NY,1,REP,2018,100
"KING, PETE",NY,2,REP,2018,100
"GRECHEN SHIRLEY, LIUBOV LIUBA",NY,2,DEM,2018,58.2
"DEBONO, DAN",NY,3,REP,2018,100
"SUOZZI, THOMAS",NY,3,DEM,2018,100
"RICE, KATHLEEN",NY,4,DEM,2018,100
"BENNO, AMEER",NY,4,REP,2018,100
"MEEKS, GREGORY W.",NY,5,DEM,2018,100
"MENG, GRACE",NY,6,DEM,2018,100
"VELAZQUEZ, NYDIA M.",NY,7,DEM,2018,100
"JEFFRIES, HAKEEM",NY,8,DEM,2018,100
"GAYOT, LUTCHI",NY,9,REP,2018,100
"CLARKE, YVETTE",NY,9,DEM,2018,51.9
"NADLER, JERROLD L.",NY,10,DEM,2018,100
"LEVIN, NAOMI",NY,10,REP,2018,100
"DONOVAN, DAN",NY,11,REP,2018,63.9
"ROSE, MAX",NY,11,DEM,2018,64.7
"MALONEY, CAROLYN B.",NY,12,DEM,2018,58.8
"RABIN, ELIOT MR.",NY,12,REP,2018,100
"ESPAILLAT, ADRIANO",NY,13,DEM,2018,100
"BUTLER, JINEEA THE NEW AM",NY,13,REP,2018,100
"PAPPAS, ANTHONY",NY,14,REP,2018,100
"OCASIO-CORTEZ, ALEXANDRIA",NY,14,DEM,2018,57.5
"SERRANO, JOSE E.",NY,15,DEM,2018,100
"GONZALEZ, JASON D.",NY,15,REP,2018,100
"ENGEL, ELIOT L.",NY,16,DEM,2018,73.7
"LOWEY, NITA M",NY,17,DEM,2018,100
"MALONEY, SEAN PATRICK",NY,18,DEM,2018,100
"O'DONNELL, JAMES D",NY,18,REP,2018,100
"FASO, JOHN J. MR.",NY,19,REP,2018,100
"DELGADO, ANTONIO",NY,19,DEM,2018,22
"TONKO, PAUL DAVID",NY,20,DEM,2018,100
"VITOLLO, FRANCIS JOSEPH",NY,20,REP,2018,100
"STEFANIK, ELISE M.",NY,21,REP,2018,100
"COBB, TEDRA LYNNE MS.",NY,21,DEM,2018,56.2
"TENNEY, CLAUDIA",NY,22,REP,2018,100
"BRINDISI, ANTHONY",NY,22,DEM,2018,100
"REED, THOMAS W",NY,23,REP,2018,100
"DELLA PIA, MAX HAROLD",NY,23,DEM,2018,32.4
"KATKO, JOHN M",NY,24,REP,2018,100
"BALTER, DANA",NY,24,DEM,2018,62.6
"MORELLE, JOSEPH D",NY,25,DEM,2018,45.8
"MAXWELL, JAMES T. DR",NY,25,REP,2018,100
"ZENO, RENEE MARIE MISS",NY,26,REP,2018,100
"HIGGINS, BRIAN",NY,26,DEM,2018,100
"MCMURRAY, NATHAN DOUGLAS",NY,27,DEM,2018,100
"PUREVAL, AFTAB",OH,1,DEM,2018,100
"CHABOT, STEVE",OH,1,REP,2018,83.2
"WENSTRUP, BRAD",OH,2,REP,2018,100
"SCHILLER, JILL",OH,2,DEM,2018,54.2
"BURGESS, JAMES E",OH,3,REP,2018,93.2
"BEATTY, JOYCE",OH,3,DEM,2018,100
"JORDAN, JAMES D.",OH,4,REP,2018,85.3
"GARRETT, JANET PATRICIA MRS.",OH,4,DEM,2018,83.8
"GALBRAITH, JOHN MICHAEL",OH,5,DEM,2018,73.3
"LATTA, ROBERT EDWARD",OH,5,REP,2018,73.8
"JOHNSON, BILL",OH,6,REP,2018,84.1
"ROBERTS, SHAWNA",OH,6,DEM,2018,74.5
"GIBBS, ROBERT",OH,7,REP,2018,78
"HARBAUGH, KENNETH",OH,7,DEM,2018,80.3
"ENOCH, VANESSA L. DR.",OH,8,DEM,2018,57.8
"DAVIDSON, WARREN",OH,8,REP,2018,100
"KAPTUR, MARCY HON. M.C.",OH,9,DEM,2018,85.6
"KRAUS, STEVEN WAYNE MR.",OH,9,REP,2018,49.5
"TURNER, MICHAEL R",OH,10,REP,2018,79.8
"GASPER, THERESA",OH,10,DEM,2018,67
"GOLDSTEIN, BEVERLY A.",OH,11,REP,2018,52.5
"FUDGE, MARCIA L",OH,11,DEM,2018,100
"BALDERSON, TROY",OH,12,REP,2018,28.7
"O'CONNOR, DANIEL JAY",OH,12,DEM,2018,40.5
"DEPIZZO, CHRIS",OH,13,REP,2018,100
"RYAN, TIMOTHY",OH,13,DEM,2018,87.2
"RADER, ELIZABETH ANNE",OH,14,DEM,2018,100
"JOYCE, DAVID P",OH,14,REP,2018,100
"STIVERS, STEVE MR.",OH,15,REP,2018,100
"NEAL, RICK",OH,15,DEM,2018,63.6
"GONZALEZ, ANTHONY E",OH,16,REP,2018,53.1
"PALMER, SUSAN MORAN",OH,16,DEM,2018,34.6
"HARRIS, TIM",OK,1,REP,2018,27.5
"GILPIN, TIM",OK,1,DEM,2018,34.5
"MULLIN, MARKWAYNE MR.",OK,2,REP,2018,54.1
"NICHOLS, JASON",OK,2,DEM,2018,37.9
"ROBBINS, FRANKIE LEE",OK,3,DEM,2018,64.8
"LUCAS, FRANK D.",OK,3,REP,2018,100
"COLE, TOM",OK,4,REP,2018,64.7
"BRANNON, MARY",OK,4,DEM,2018,34.4
"HORN, KENDRA",OK,5,DEM,2018,43.8
"RUSSELL, STEVEN DANE",OK,5,REP,2018,83.6
"BONAMICI, SUZANNE MS.",OR,1,DEM,2018,92.3
"VERBEEK, JOHN",OR,1,REP,2018,50.7
"MCLEOD-SKINNER, JAMIE",OR,2,DEM,2018,42.2
"WALDEN, GREGORY P. MR.",OR,2,REP,2018,77.5
"BLUMENAUER, EARL",OR,3,DEM,2018,90.7
"DEFAZIO, PETER A",OR,4,DEM,2018,92.3
"ROBINSON, ART DR.",OR,4,REP,2018,46
"SCHRADER, KURT",OR,5,DEM,2018,87
"CALLAHAN, MARK ALLEN",OR,5,REP,2018,62.6
"FITZPATRICK, BRIAN",PA,1,REP,2018,67
"WALLACE, HENRY SCOTT",PA,1,DEM,2018,56.5
"BOYLE, BRENDAN F",PA,2,DEM,2018,64.5
"TORRES, DAVID",PA,2,REP,2018,100
"EVANS, DWIGHT",PA,3,DEM,2018,80.8
"LEIB, BRYAN",PA,3,REP,2018,100
"DEAN, MADELEINE",PA,4,DEM,2018,72.6
"DAVID, DAN",PA,4,REP,2018,100
"SCANLON, MARY GAY",PA,5,DEM,2018,28.4
"KIM, PEARL",PA,5,REP,2018,100
"MCCAULEY, GREGORY MICHAEL",PA,6,REP,2018,100
"HOULAHAN, CHRISSY",PA,6,DEM,2018,100
"NOTHSTEIN, MARTY MR.",PA,7,REP,2018,50.5
"CHRIN, JOHN R",PA,8,REP,2018,48.4
"CARTWRIGHT, MATT",PA,8,DEM,2018,100
"WOLFF, DENNY",PA,9,DEM,2018,40.7
"MEUSER, DANIEL",PA,9,REP,2018,53
"PERRY, SCOTT",PA,10,REP,2018,100
"SCOTT, GEORGE",PA,10,DEM,2018,36.3
"SMUCKER, LLOYD K.",PA,11,REP,2018,58.6
"KING, JESSICA",PA,11,DEM,2018,100
"FRIEDENBERG, MARC",PA,12,DEM,2018,50.4
"MARINO, THOMAS ANTHONY",PA,12,REP,2018,67.1
"OTTAWAY, BRENT M",PA,13,DEM,2018,100
"JOYCE, JOHN",PA,13,REP,2018,21.9
"RESCHENTHALER, GUY MR.",PA,14,REP,2018,55.4
"BOERIO, BIBIANA",PA,14,DEM,2018,43
"THOMPSON, GLENN",PA,15,REP,2018,100
"BOSER, SUSAN",PA,15,DEM,2018,74.5
"WILD, SUSAN",PA,7,DEM,2018,33.3
"DINICOLA, RONALD A. MR.",PA,16,DEM,2018,60.2
"KELLY, MIKE",PA,16,REP,2018,100
"LAMB, CONOR",PA,17,DEM,2018,100
"ROTHFUS, KEITH MR.",PA,17,REP,2018,100
"DOYLE, MICHAEL",PA,18,DEM,2018,100
"CUNNINGHAM, JOE",SC,1,DEM,2018,71.5
"ARRINGTON, KATHERINE ELIZABETH",SC,1,REP,2018,50.6
"WILSON, JOE THE HON.",SC,2,REP,2018,100
"CARRIGAN, SEAN J MR.",SC,2,DEM,2018,39.9
"ROBERTSON, ANNABELLE",SC,2,DEM,2018,41.8
"GEREN, MARY SMITH",SC,3,DEM,2018,69.7
"DUNCAN, JEFFREY D MR.",SC,3,REP,2018,100
"TURNER, D LEE",SC,4,DEM,2018,29.5
"BROWN, BRANDON PENDARVIS",SC,4,DEM,2018,28.5
"BRIGHT, LEE",SC,4,REP,2018,24.9
"NORMAN, RALPH W. JR.",SC,5,REP,2018,100
"PARNELL, ARCHIE",SC,5,DEM,2018,60
"CLYBURN, JAMES E.",SC,6,DEM,2018,100
"GRESSMANN, GERHARD RALF REV",SC,6,REP,2018,100
"HYMAN, MAL",SC,7,DEM,2018,29.7
"RICE, TOM",SC,7,REP,2018,83.6
"WILLIAMS, ROBERT",SC,7,DEM,2018,41.3
"JOHNSON, DUSTY",SD,0,REP,2018,46.8
"BJORKMAN, TIMOTHY W MR.",SD,0,DEM,2018,100
"OLSEN, MARTIN",TN,1,DEM,2018,100
"ROE, DAVID PHILLIP DR.",TN,1,REP,2018,73.7
"HOYOS, RENEE",TN,2,DEM,2018,72.4
"BURCHETT, TIM",TN,2,REP,2018,48.2
"FLEISCHMANN, CHARLES J",TN,3,REP,2018,79.4
"MITCHELL, DANIELLE DR.",TN,3,DEM,2018,100
"PHILLIPS, MARIAH NICOLE",TN,4,DEM,2018,47.5
"DESJARLAIS, SCOTT HON.",TN,4,REP,2018,70
"BALL, JODY",TN,5,REP,2018,55.8
"COOPER, JAMES H.S.",TN,5,DEM,2018,100
"BARLOW, DAWN",TN,6,DEM,2018,54.5
"ROSE, JOHN W.",TN,6,REP,2018,41.3
"KANEW, JUSTIN",TN,7,DEM,2018,62
"GREEN, MARK DR.",TN,7,REP,2018,100
"KUSTOFF, DAVID",TN,8,REP,2018,56
"BERGMANN, CHARLOTTE",TN,9,REP,2018,100
"COHEN, STEPHEN IRA",TN,9,DEM,2018,91
"GOHMERT, LOUIS B. MR. JR.",TX,1,REP,2018,88.3
"MCKELLAR, SHIRLEY JONETTA  DR",TX,1,DEM,2018,61
"CRENSHAW, DANIEL",TX,2,UNK,2018,27.4
"LITTON, TODD CATLETT",TX,2,DEM,2018,52.8
"ROBERTS, KEVIN",TX,2,REP,2018,33
"TAYLOR, NICHOLAS V.",TX,3,REP,2018,84.7
"BURCH, LORIE LOUISE",TX,3,DEM,2018,49.6
"JOHNSON, SAMUEL H.",TX,3,DEM,2018,28.7
"KRANTZ, CATHERINE",TX,4,DEM,2018,68.6
"RATCLIFFE, JOHN L",TX,4,REP,2018,85.5
"GOODEN, LANCE",TX,5,REP,2018,29.9
"WOOD, DANNY EUGENE JR",TX,5,DEM,2018,100
"POUNDS, BUNNI",TX,5,REP,2018,22
"SANCHEZ, JANA LYNNE MS",TX,6,DEM,2018,36.9
"WRIGHT, RON",TX,6,REP,2018,45.1
"ELLZEY, JOHN KEVIN",TX,6,REP,2018,21.7
"WOOLRIDGE, RUBY FAYE MS.",TX,6,DEM,2018,36.9
"CULBERSON, JOHN",TX,7,REP,2018,76.1
"MOSER, LAURA",TX,7,DEM,2018,24.3
"FLETCHER, ELIZABETH",TX,7,DEM,2018,29.3
"BRADY, KEVIN",TX,8,REP,2018,100
"DAVID, STEVEN",TX,8,DEM,2018,100
"GREEN, ALEXANDER",TX,9,DEM,2018,100
"MCCAUL, MICHAEL",TX,10,REP,2018,80.1
"SIEGEL, MICHAEL",TX,10,DEM,2018,40
"WALKER-CADIEN, TAWANDA",TX,10,DEM,2018,18
"CONAWAY, MICHAEL HONORABLE",TX,11,REP,2018,82.9
"LEEDER, VIRGINIA LOUISE",TX,11,DEM,2018,82.7
"ADIA, VANESSA MICHELLE",TX,12,DEM,2018,100
"GRANGER, KAY",TX,12,REP,2018,100
"WEBER, RANDY",TX,14,REP,2018,75.2
"BELL, ADRIENNE",TX,14,DEM,2018,79.8
"GONZALEZ, VICENTE",TX,15,DEM,2018,100
"WESTLEY, TIMMY LEE",TX,15,REP,2018,100
"SEEBERGER, RICK",TX,16,REC,2018,69.3
"ESCOBAR, VERONICA",TX,16,DEM,2018,61.4
"KENNEDY, RICHARD",TX,17,DEM,2018,63.3
"FLORES, BILL",TX,17,REP,2018,100
"PATE, AVA",TX,18,REP,2018,100
"LEE, SHEILA JACKSON",TX,18,DEM,2018,86
"ARRINGTON, JODEY COOK",TX,19,REP,2018,100
"LEVARIO, MIGUEL ANTONIO MR. PHD",TX,19,DEM,2018,100
"CASTRO, JOAQUIN",TX,20,DEM,2018,100
"WILSON, MARY E",TX,21,DEM,2018,30.9
"KOPSER, JOSEPH",TX,21,DEM,2018,29
"ROY, CHIP",TX,21,REP,2018,27.1
"MCCALL, BRIAN MATTHEW",TX,21,REP,2018,16.9
"OLSON, PETER G.",TX,22,REP,2018,78.4
"PLUMMER, LETITIA",TX,22,DEM,2018,24.3
"KULKARNI, SRI PRESTON",TX,22,DEM,2018,31.8
"JONES, GINA ORTIZ",TX,23,DEM,2018,41.5
"TREVINO, RICARDO JOSE JR",TX,23,DEM,2018,17.5
"HURD, WILLIAM",TX,23,REP,2018,80.3
"MARCHANT, KENNY E MR.",TX,24,REP,2018,74.4
"MCDOWELL, JAN",TX,24,DEM,2018,52.5
"WILLIAMS, ROGER",TX,25,REP,2018,100
"PERRI, CHRISTOPHER MICHAEL",TX,25,DEM,2018,32.8
"OLIVER, JULIE LYNN",TX,25,DEM,2018,26.5
"FAGAN, LINSEY",TX,26,DEM,2018,52.7
"BURGESS, MICHAEL C. DR.",TX,26,REP,2018,76.9
"BARRERA, RAUL (ROY)",TX,27,DEM,2018,41.2
"CLOUD, MICHAEL",TX,27,REP,2018,33.9
"HOLGUIN, ERIC",TX,27,DEM,2018,23.3
"BRUUN, BECH",TX,27,REP,2018,36.1
"CUELLAR, HENRY R.",TX,28,DEM,2018,100
PHILLIP ARNOLD ARONOFF,TX,29,REP,2018,38.6
"GARCIA, SYLVIA R",TX,29,DEM,2018,63.2
"MONTIEL, CARMEN",TX,29,REP,2018,23.6
"JOHNSON, EDDIE BERNICE",TX,30,DEM,2018,63.6
"HEGAR, MARY JENNINGS MJ",TX,31,DEM,2018,44.9
"CARTER, JOHN R. REP.",TX,31,REP,2018,65.5
"MANN, CHRISTINE EADY",TX,31,DEM,2018,33.5
"ALLRED, COLIN",TX,32,DEM,2018,38.5
"SALERNO, LILLIAN",TX,32,DEM,2018,18.3
"SESSIONS, PETE MR.",TX,32,REP,2018,79.3
"BILLUPS, WILLIE KAILAWN",TX,33,REP,2018,100
"VEASEY, MARC ALLISON MR.",TX,33,DEM,2018,70.6
"VELA, FILEMON",TX,34,DEM,2018,100
"GONZALEZ, REY DR.",TX,34,REP,2018,100
"SMALLING, DAVID",TX,35,REP,2018,53.3
"DOGGETT, LLOYD",TX,35,DEM,2018,100
"BABIN, BRIAN",TX,36,REP,2018,100
"STEELE, DAYNA MS.",TX,36,DEM,2018,72
"CASTILLO, LEE MR",UT,1,DEM,2018,56.6
"BISHOP, ROBERT",UT,1,REP,2018,100
"STEWART, CHRIS",UT,2,REP,2018,100
"GHORBANI, SHIREEN SARAH",UT,2,DEM,2018,100
"SINGER, JAMES COURAGE",UT,3,DEM,2018,100
"CURTIS, JOHN",UT,3,REP,2018,73.5
"LOVE, MIA",UT,4,REP,2018,100
"MCADAMS, BEN",UT,4,DEM,2018,100
"WITTMAN, ROBERT J MR.",VA,1,REP,2018,100
"WILLIAMS, VANGIE",VA,1,DEM,2018,39.8
"LURIA, ELAINE",VA,2,DEM,2018,62.3
"TAYLOR, SCOTT W. MR.",VA,2,REP,2018,75.9
"SCOTT, ROBERT C MR",VA,3,DEM,2018,100
"MCEACHIN, ASTON DONALD",VA,4,DEM,2018,100
"MCADAMS, RYAN A. MR.",VA,4,REP,2018,72.5
"LEWIS, JENNIFER LYNN",VA,6,DEM,2018,47.6
"SPANBERGER, ABIGAIL",VA,7,DEM,2018,72.7
"BEYER, DONALD STERNOFF HONORABLE JR.",VA,8,DEM,2018,100
"FLACCAVENTO, ANTHONY JUDE MR",VA,9,DEM,2018,78.6
"GRIFFITH, H MORGAN",VA,9,REP,2018,100
"WEXTON, JENNIFER",VA,10,DEM,2018,41.8
"COMSTOCK, BARBARA",VA,10,REP,2018,60.7
"CONNOLLY, GERALD EDWARD",VA,11,DEM,2018,100
"DOVE, JEFFERY ANTHONY MR. JR.",VA,11,REP,2018,100
"WELCH, PETER",VT,0,DEM,2018,84.1
"PAIGE, H. BROOKE",VT,0,REP,2018,63.4
"BEELER, JEFFREY ALLEN SR",WA,1,REP,2018,25.7
"DELBENE, SUZAN K",WA,1,DEM,2018,59.3
"LARSEN, RICK",WA,2,DEM,2018,65.6
"LONG, CAROLYN N.",WA,3,DEM,2018,35.3
"BEUTLER, JAIME HERRERA",WA,3,REP,2018,42.1
"NEWHOUSE, DAN",WA,4,REP,2018,100
"BROWN, CHRISTINE CAROL",WA,4,DEM,2018,100
"BROWN, LISA",WA,5,DEM,2018,46.8
"MCMORRIS RODGERS, CATHY",WA,5,REP,2018,47.8
"KILMER, DEREK",WA,6,DEM,2018,63.9
"DIGHTMAN, DOUGLAS",WA,6,REP,2018,32.3
"JAYAPAL, PRAMILA",WA,7,DEM,2018,100
"KELLER, CRAIG",WA,7,REP,2018,100
"ROSSI, DINO",WA,8,REP,2018,43.1
"SMITH, D. ADAM",WA,9,DEM,2018,49.3
"HECK, DENNIS",WA,10,DEM,2018,58.6
"BRUMBLES, JOSEPH",WA,10,REP,2018,31.7
"BRYCE, RANDY",WI,1,DEM,2018,59.6
"STEIL, BRYAN GEORGE",WI,1,REP,2018,51.6
"POCAN, MARK",WI,2,DEM,2018,100
"KIND, RONALD JAMES",WI,3,DEM,2018,100
"TOFT, STEVE",WI,3,REP,2018,100
"MOORE, GWEN S",WI,4,DEM,2018,89
"ROGERS, TIM",WI,4,REP,2018,55.6
"SENSENBRENNER, F. JAMES JR.",WI,5,REP,2018,81.2
"PALZEWICZ, TOM",WI,5,DEM,2018,100
"GROTHMAN, GLENN S.",WI,6,REP,2018,100
"KOHL, DAN",WI,6,DEM,2018,100
"DUFFY, SEAN",WI,7,REP,2018,100
"ENGEBRETSON, MARGARET RUTH",WI,7,DEM,2018,57.3
"GALLAGHER, MICHAEL JOHN",WI,8,REP,2018,100
"LIEGEOIS, BEAU",WI,8,DEM,2018,100
"MCKINLEY, DAVID B. MR.",WV,1,REP,2018,100
"FERSHEE, KENDRA JEAN HUARD",WV,1,DEM,2018,47.3
"MOONEY, ALEXANDER XAVIER",WV,2,REP,2018,100
"SERGENT, TALLEY",WV,2,DEM,2018,62.3
"OJEDA, RICHARD NEECE SENATOR II",WV,3,DEM,2018,52
"MILLER, CAROL DEVINE",WV,3,REP,2018,23.8
"CHENEY, ELIZABETH MRS.",WY,0,REP,2018,68
"HUNTER, GREG",WY,0,DEM,2018,61.3
