,index,Cand_Id,Cand_Name,Cand_Office_Dist,Cand_Office_St,Cand_Party_Affiliation,D,DISTRICT,FEC ID#,Gender,Incumbent,Median_Income,Party_Previous_Vote_Share,Presidential_Approval_Rating,Primary.Vote.Percent,Raised,STATE,Same_Party_As_President,Spent,Unnamed: 0,Year,gov_party,labor_force,minority_percentage,name_commonness,percent_bachelor_or_above,recent_presidential_vote,seat_transition
345,2260,H4PA13124,"SCHWARTZ, ALLYSON Y.",13.0,PA,DEM,,13,H4PA13124,0.0,1.0,58857.0,0.627942063,0.48,100.0,2906212.12,Pennsylvania,True,3481643.41,2260.0,2010.0,DEM,71.9,0.21841,500.0,33.2,,0.0
346,2262,H4PA18131,"DOYLE, MIKE",14.0,PA,DEM,,14,H4PA18131,1.0,1.0,36084.0,0.912578143,0.48,100.0,726536.84,Pennsylvania,True,953031.37,2262.0,2010.0,DEM,72.9,0.29439,1.0,27.1,,0.0
347,2267,H4PA15087,"DENT, CHARLES WIEDER",15.0,PA,REP,,15,H4PA15087,1.0,1.0,55099.0,0.585709858,0.48,82.92,2415571.47,Pennsylvania,False,2553936.42,2267.0,2010.0,DEM,73.1,0.14614000000000002,23.0,26.6,,0.0
348,2270,H6PA16197,"PITTS, JOSEPH R.",16.0,PA,REP,,16,H6PA16197,1.0,1.0,52893.0,0.558150128,0.48,100.0,759217.55,Pennsylvania,False,828984.36,2270.0,2010.0,DEM,72.87333,0.12696,11.0,26.1,,4.0
349,2275,H2PA06080,"HOLDEN, T. TIMOTHY",17.0,PA,DEM,,17,H2PA06080,1.0,1.0,50798.0,0.636794136,0.48,65.27,1363850.45,Pennsylvania,True,1864924.16,2275.0,2010.0,DEM,68.5,0.14307999999999998,500.0,20.4,,0.0
350,2279,H2PA18143,"MURPHY, TIM",18.0,PA,REP,,18,H2PA18143,1.0,1.0,56507.0,0.640668448,0.48,100.0,1841765.88,Pennsylvania,False,1493261.89,2279.0,2010.0,DEM,64.7,0.06721,21.0,33.9,0.601010101,4.0
351,2281,H0PA19053,"PLATTS, TODD R",19.0,PA,REP,,19,H0PA19053,1.0,1.0,,0.666459599,0.48,69.99,218610.5,Pennsylvania,False,250797.07,2281.0,2010.0,DEM,68.93158,0.10614000000000001,41.0,24.6,,
352,2288,H0RI01073,"CICILLINE, DAVID N",1.0,RI,DEM,,1,H0RI01073,1.0,0.0,50272.0,0.685859177,0.56,37.21,2054788.24,Rhode Island,True,2015847.44,2288.0,2010.0,REP,73.8,0.17740999999999998,4.0,30.9,,4.0
353,2302,H0RI02139,"LANGEVIN, JAMES R",2.0,RI,DEM,,2,H0RI02139,1.0,1.0,54390.0,0.70118224,0.56,57.43,1095291.73,Rhode Island,True,1113747.54,2302.0,2010.0,REP,74.4,0.19334,5.0,29.8,,
354,2321,H0SC01279,"SCOTT, TIMOTHY E",1.0,SC,REP,,1,H0SC01279,1.0,0.0,46879.0,0.520242393,0.45,31.49,1213573.63,South Carolina,False,1136730.0,2321.0,2010.0,REP,73.5,0.26845,21.0,29.0,,4.0
355,2330,H2SC02059,"WILSON, JOE THE HON.",2.0,SC,REP,,2,H2SC02059,1.0,1.0,50887.0,0.537813584,0.45,83.41,4739094.71,South Carolina,False,4765082.96,2330.0,2010.0,REP,76.2,0.33048,107.0,32.1,,1.0
356,2335,H0SC03077,"DUNCAN, JEFF",3.0,SC,REP,,3,H0SC03077,1.0,0.0,38471.0,0.647431921,0.45,23.08,878903.18,South Carolina,False,847342.95,2335.0,2010.0,REP,75.7,0.24009,192.0,20.1,,4.0
357,2344,H0SC04257,"GOWDY, TREY",4.0,SC,REP,,4,H0SC04257,1.0,0.0,43238.0,0.604596428,0.45,39.22,942671.78,South Carolina,False,867204.51,2344.0,2010.0,REP,75.43333,0.2505,500.0,25.4,0.429441356,0.0
358,2352,H0SC05031,"MULVANEY, JOHN MICHAEL 'MICK'",5.0,SC,REP,,5,H0SC05031,1.0,0.0,38867.0,0.370009146,0.45,100.0,1647870.38,South Carolina,False,1510413.93,2352.0,2010.0,REP,74.7,0.34314,6.0,18.4,,0.0
359,2355,H2SC02042,"CLYBURN, JAMES E",6.0,SC,DEM,,6,H2SC02042,1.0,1.0,31502.0,0.675115296,0.45,90.07,3319718.56,South Carolina,True,3289438.58,2355.0,2010.0,REP,75.4,0.5713199999999999,5.0,16.6,,
360,2364,H0SD00054,"NOEM, KRISTI LYNN",0.0,SD,REP,,0,H0SD00054,0.0,0.0,45904.0,0.324442556,,42.09,2295248.96,South Dakota,False,2284547.93,2364.0,2010.0,REP,72.35714,0.14034000000000002,108.0,25.3,0.35489931700000005,4.0
361,2368,H6TN01388,"ROE, DAVID PHILLIP",1.0,TN,REP,,1,H6TN01388,1.0,1.0,35625.0,0.71824508,0.41,,518529.05,Tennessee,False,346588.62,2368.0,2010.0,DEM,71.3,0.051329999999999994,4.0,17.4,0.407785059,0.0
362,2372,H8TN02069,"DUNCAN, JOHN J REP. JR.",2.0,TN,REP,,2,H8TN02069,1.0,1.0,42095.0,0.781128013,0.41,,566843.73,Tennessee,False,635487.7,2372.0,2010.0,DEM,71.1,0.10655,6.0,27.1,0.270710059,4.0
363,2380,,"FLEISCHMANN, CHARLES J",3.0,TN,REP,,,,1.0,0.0,40620.0,0.6937155890000001,0.41,,1376581.77,,False,1345924.26,2380.0,2010.0,DEM,71.5,0.15042,23.0,21.3,0.44230242799999997,4.0
364,2405,H0TN04195,"DESJARLAIS, SCOTT EUGENE",4.0,TN,REP,,4,H0TN04195,1.0,0.0,36301.0,0.378082905,0.41,,938711.33,Tennessee,False,923280.19,2405.0,2010.0,DEM,72.2,0.07441,17.0,14.1,0.420383971,4.0
365,2413,H2TN05131,"COOPER, JAMES H.S.",5.0,TN,DEM,,5,H2TN05131,1.0,1.0,44587.0,0.6584386179999999,0.41,,1044042.3,Tennessee,True,1173954.98,2413.0,2010.0,DEM,72.8,0.3376,5.0,31.2,0.329582488,4.0
366,2437,H0TN06257,"BLACK, DIANE LYNN",6.0,TN,REP,,6,H0TN06257,0.0,0.0,43712.0,0.0,0.41,,2238011.25,Tennessee,False,2202457.7,2437.0,2010.0,DEM,72.35333,0.1208,123.0,19.6,0.304510605,4.0
367,2453,H2TN06030,"BLACKBURN, MARSHA MRS.",7.0,TN,REP,,7,H2TN06030,0.0,1.0,58253.0,0.6858473690000001,0.41,,1563192.71,Tennessee,False,1054615.97,2453.0,2010.0,DEM,78.1,0.21003000000000002,500.0,33.8,0.318479009,0.0
368,2457,H0TN08246,"FINCHER, STEVE",8.0,TN,REP,,8,H0TN08246,1.0,0.0,37427.0,0.0,0.41,,2724526.46,Tennessee,False,2615001.97,2457.0,2010.0,DEM,78.9,0.2579,159.0,15.4,0.241922892,0.0
369,2471,H6TN09068,"COHEN, STEPHEN IRA",9.0,TN,DEM,,9,H6TN09068,1.0,1.0,37508.0,0.8785409359999999,0.41,,1151407.84,Tennessee,True,843235.82,2471.0,2010.0,DEM,75.63684,0.71138,33.0,23.4,0.277493188,
370,2479,H4TX04039,"GOHMERT, LOUIE",1.0,TX,REP,,1,H4TX04039,1.0,1.0,41351.0,0.87576103,0.47,100.0,793679.49,Texas,False,877586.99,2479.0,2010.0,REP,70.6,0.22882,500.0,19.2,,0.0
371,2481,H4TX02108,"POE, TED",2.0,TX,REP,,2,H4TX02108,1.0,1.0,53617.0,0.889225753,0.47,100.0,876075.18,Texas,False,569845.82,2481.0,2010.0,REP,70.1,0.34363,181.0,24.0,,0.0
372,2486,H2TX03118,"SAM, JOHNSON MR.",3.0,TX,REP,,3,H2TX03118,1.0,1.0,66068.0,0.5974533120000001,0.47,,1110253.29,Texas,False,820491.21,2486.0,2010.0,REP,70.9,0.35754,500.0,43.1,,4.0
373,2492,H0TX04037,"HALL, RALPH MOODY",4.0,TX,REP,,4,H0TX04037,1.0,1.0,51584.0,0.687980475,0.47,57.36,664578.95,Texas,False,776141.98,2492.0,2010.0,REP,70.3,0.19182000000000002,171.0,22.9,,4.0
374,2501,H2TX05121,"HENSARLING, JEB HON.",5.0,TX,REP,,5,H2TX05121,1.0,1.0,46131.0,0.835949728,0.47,100.0,1745499.68,Texas,False,1804771.18,2501.0,2010.0,REP,72.6,0.24259,500.0,20.0,,0.0
375,2502,H4TX06117,"BARTON, JOE LINUS",6.0,TX,REP,,6,H4TX06117,1.0,1.0,51287.0,0.620168079,0.47,100.0,2377714.98,Texas,False,2255364.08,2502.0,2010.0,REP,71.2,0.29189,107.0,25.2,,0.0
376,2505,H0TX07055,"CULBERSON, JOHN",7.0,TX,REP,,7,H0TX07055,1.0,1.0,70229.0,0.5590099470000001,0.47,100.0,779425.22,Texas,False,771544.01,2505.0,2010.0,REP,71.43333,0.28688,6.0,49.6,,0.0
377,2511,H6TX08100,"BRADY, KEVIN",8.0,TX,REP,,8,H6TX08100,1.0,1.0,52247.0,0.7256166559999999,0.47,79.31,1028855.14,Texas,False,945192.5,2511.0,2010.0,REP,72.3,0.14207,13.0,21.7,,0.0
378,2517,H4TX09095,"GREEN, ALEXANDER",9.0,TX,DEM,,9,H4TX09095,1.0,1.0,37185.0,0.936469914,0.47,100.0,443130.85,Texas,True,282610.99,2517.0,2010.0,REP,73.3,0.6563,106.0,21.5,,4.0
379,2522,,"MCCAUL, MICHAEL",10.0,TX,REP,,,,1.0,1.0,60802.0,0.538883702,0.47,82.87,1624577.17,,False,1437670.17,2522.0,2010.0,REP,70.01579,0.26521,1.0,35.3,0.215917843,4.0
380,2526,,"CONAWAY, MICHAEL HONORABLE",11.0,TX,REP,,,,1.0,1.0,41947.0,0.883307869,0.47,77.37,1098814.07,,False,1153195.9,2526.0,2010.0,REP,67.21905,0.11324000000000001,1.0,18.5,,4.0
381,2534,,"GRANGER, KAY",12.0,TX,REP,,,,0.0,1.0,51049.0,0.6759415670000001,0.47,69.97,1341260.0,,False,1388017.3,2534.0,2010.0,REP,64.9,0.22326999999999997,500.0,24.3,,0.0
382,2543,,"THORNBERRY, MAC",13.0,TX,REP,,,,1.0,1.0,42368.0,0.7764693709999999,0.47,100.0,689960.06,,False,792833.49,2543.0,2010.0,REP,65,0.14584,500.0,18.8,,0.0
383,2549,,"PAUL, RONALD E.",14.0,TX,REP,,,,1.0,1.0,56312.0,1.0,0.47,80.77,986269.36,,False,1630754.38,2549.0,2010.0,REP,65.1,0.19075,43.0,24.4,,0.0
384,2555,H6TX15055,"HINOJOSA, RUBEN E.",15.0,TX,DEM,,15,H6TX15055,1.0,1.0,35394.0,0.6571334329999999,0.47,83.71,609897.92,Texas,True,622520.74,2555.0,2010.0,REP,64.4,0.15800999999999998,182.0,14.7,,4.0
385,2562,H6TX00115,"REYES, SILVESTRE",16.0,TX,DEM,,16,H6TX00115,1.0,1.0,36185.0,0.821399545,0.47,100.0,1044123.34,Texas,True,1040965.88,2562.0,2010.0,REP,64.4,0.21639,500.0,19.9,,4.0
386,2568,,"FLORES, BILL",17.0,TX,REP,,,,1.0,0.0,42093.0,0.45500389700000005,0.47,33.04,3353665.41,,False,3309747.38,2568.0,2010.0,REP,65.3,0.1807,9.0,22.4,,4.0
387,2576,H4TX18054,"LEE, SHEILA JACKSON",18.0,TX,DEM,,18,H4TX18054,1.0,1.0,36991.0,0.7732494609999999,0.47,66.96,825310.32,Texas,True,1130370.69,2576.0,2010.0,REP,64.92667,0.48506000000000005,119.0,17.8,,0.0
388,2581,,"NEUGEBAUER, RANDY HONORABLE",19.0,TX,REP,,,,1.0,1.0,41039.0,0.7243896459999999,0.47,100.0,1135652.42,,False,974051.83,2581.0,2010.0,REP,80.5,0.17912,77.0,21.2,,4.0
389,2584,H8TX20077,"GONZALEZ, CHARLES A.",20.0,TX,DEM,,20,H8TX20077,1.0,1.0,38859.0,0.71897433,0.47,,921600.96,Texas,True,970471.11,2584.0,2010.0,REP,78.8,0.25474,23.0,16.1,,4.0
390,2594,,"SMITH, LAMAR",21.0,TX,REP,,,,1.0,1.0,58329.0,0.799970429,0.47,100.0,1312958.29,,False,1248307.77,2594.0,2010.0,REP,76.25789,0.18509,500.0,40.1,,0.0
391,2598,,"OLSON, PETER G",22.0,TX,REP,,,,1.0,1.0,67196.0,0.524267383,0.47,100.0,1268558.75,,False,1251977.06,2598.0,2010.0,REP,73.30476,0.35812,55.0,35.2,,0.0
392,2605,,"CANSECO, FRANCISCO 'QUICO'",23.0,TX,REP,,,,1.0,0.0,47330.0,0.41917494899999996,0.47,32.16,1569080.54,,False,1460460.56,2605.0,2010.0,REP,71.2,0.17299,173.0,23.0,,0.0
393,2616,,"MARCHANT, KENNY E MR.",24.0,TX,REP,,,,1.0,1.0,57031.0,0.5598402929999999,0.47,84.09,542264.6,,False,438728.19,2616.0,2010.0,REP,71.1,0.3376,500.0,37.3,,0.0
394,2622,H4TX10028,"DOGGETT, LLOYD REP.",25.0,TX,DEM,,25,H4TX10028,1.0,1.0,47216.0,0.6582822970000001,0.47,100.0,1200342.37,Texas,True,1122083.89,2622.0,2010.0,REP,69.5,0.25508000000000003,500.0,32.4,,0.0
395,2628,,"BURGESS, MICHAEL C. DR.",26.0,TX,REP,,,,1.0,1.0,61158.0,0.601712211,0.47,85.81,1019693.23,,False,1031170.37,2628.0,2010.0,REP,70.2,0.25505,1.0,31.9,,0.0
396,2633,,"FARENTHOLD, RANDOLPH BLAKE",27.0,TX,REP,,,,1.0,0.0,36960.0,0.383849771,0.47,30.13,627530.66,,False,560449.26,2633.0,2010.0,REP,72,0.09724,500.0,17.1,,0.0
397,2639,H2TX23082,"CUELLAR, HENRY R.",28.0,TX,DEM,,28,H2TX23082,1.0,1.0,39839.0,0.6870702129999999,0.47,100.0,1247643.39,Texas,True,1152108.76,2639.0,2010.0,REP,73.3,0.10828,120.0,15.8,,0.0
398,2644,H2TX29030,"GREEN, RAYMOND E. 'GENE'",29.0,TX,DEM,,29,H2TX29030,1.0,1.0,36154.0,0.746465157,0.47,100.0,1080909.47,Texas,True,1102025.69,2644.0,2010.0,REP,72.28667,0.30882,61.0,6.9,,4.0
399,2653,H2TX00015,"JOHNSON, EDDIE BERNICE",30.0,TX,DEM,,30,H2TX00015,0.0,1.0,37668.0,0.824847041,0.47,100.0,613624.36,Texas,True,572967.89,2653.0,2010.0,REP,79.5,0.58983,165.0,18.8,,0.0
400,2656,,"CARTER, JOHN R.",31.0,TX,REP,,,,1.0,1.0,55532.0,0.602679675,0.47,89.85,997508.23,,False,712429.7,2656.0,2010.0,REP,76.9,0.23001999999999997,6.0,28.0,,0.0
401,2662,,"SESSIONS, PETE",32.0,TX,REP,,,,1.0,1.0,49919.0,0.572512432,0.47,83.71,2153120.2,,False,1932338.67,2662.0,2010.0,REP,76.18947,0.30193000000000003,55.0,37.8,,
402,2664,H2UT01094,"BISHOP, ROBERT",1.0,UT,REP,,1,H2UT01094,1.0,1.0,54224.0,0.64854916,0.34,,278327.47,Utah,False,302771.01,2664.0,2010.0,REP,72.7,0.11652,7.0,28.8,,0.0
403,2675,H0UT02096,"MATHESON, JAMES D",2.0,UT,DEM,,2,H0UT02096,1.0,1.0,54514.0,0.633506065,0.34,67.26,1803801.16,Utah,True,2465527.17,2675.0,2010.0,REP,74.4,0.102,5.0,33.9,0.709775967,0.0
404,2679,H8UT03089,"CHAFFETZ, JASON",3.0,UT,REP,,3,H8UT03089,1.0,1.0,55479.0,0.6561043120000001,0.34,,647194.06,Utah,False,540645.58,2679.0,2010.0,REP,74.8,0.1161,3.0,25.2,,
405,2688,H8VA01147,"WITTMAN, ROBERT J.",1.0,VA,REP,,1,H8VA01147,1.0,1.0,68777.0,0.56695018,0.48,87.96,1292242.96,Virginia,False,971826.81,2688.0,2010.0,REP,75.06667,0.28606,7.0,31.3,,4.0
406,2695,H0VA02084,"RIGELL, EDWARD SCOTT MR.",2.0,VA,REP,,2,H0VA02084,1.0,0.0,57142.0,0.475270305,0.48,39.5,4512947.1,Virginia,False,4354652.98,2695.0,2010.0,REP,69.9,0.32045999999999997,40.0,29.3,,4.0
407,2701,H6VA01117,"SCOTT, ROBERT C.",3.0,VA,DEM,,3,H6VA01117,1.0,1.0,41485.0,1.0,0.48,100.0,444548.21,Virginia,True,452060.05,2701.0,2010.0,REP,69.6,0.60906,7.0,20.7,,0.0
408,2703,H2VA04052,"FORBES, J. RANDY",4.0,VA,REP,,4,H2VA04052,1.0,1.0,58773.0,0.595826001,0.48,100.0,987976.43,Virginia,False,723503.72,2703.0,2010.0,REP,70.86842,0.39581,500.0,22.9,,4.0
409,2709,H0VA05095,"HURT, ROBERT",5.0,VA,REP,,5,H0VA05095,1.0,0.0,41134.0,0.498852925,0.48,48.43,2600708.42,Virginia,False,2542275.63,2709.0,2010.0,REP,72.04762,0.26050999999999996,7.0,21.9,0.37730185299999996,0.0
410,2716,H2VA06115,"GOODLATTE, BOB",6.0,VA,REP,,6,H2VA06115,1.0,1.0,45342.0,0.61624964,0.48,100.0,1006727.01,Virginia,False,867838.3,2716.0,2010.0,REP,73.3,0.16054000000000002,7.0,24.6,,3.0
411,2719,H0VA07042,"CANTOR, ERIC",7.0,VA,REP,,7,H0VA07042,1.0,1.0,61653.0,0.6283559439999999,0.48,100.0,5955024.71,Virginia,False,5407656.22,2719.0,2010.0,REP,72.2,0.25438,14.0,36.7,,4.0
412,2726,H0VA08040,"MORAN, JAMES P. JR.",8.0,VA,DEM,,8,H0VA08040,1.0,1.0,88668.0,0.681414253,0.48,100.0,1312116.58,Virginia,True,1376173.35,2726.0,2010.0,REP,72.5,0.35252,5.0,60.2,,1.0
413,2733,H0VA09055,"GRIFFITH, H MORGAN",9.0,VA,REP,,9,H0VA09055,0.0,0.0,35201.0,0.0,0.48,,1075273.06,Virginia,False,1029522.48,2733.0,2010.0,REP,74.6,0.06648,500.0,17.0,,0.0
414,2746,H6VA10050,"WOLF, FRANK R.",10.0,VA,REP,,10,H6VA10050,1.0,1.0,98789.0,0.5888313620000001,0.48,100.0,1365312.83,Virginia,False,1305502.56,2746.0,2010.0,REP,73.8,0.27448,65.0,48.5,,4.0
415,2747,H8VA11062,"CONNOLLY, GERRY",11.0,VA,DEM,,11,H8VA11062,1.0,1.0,105560.0,0.548196315,0.48,100.0,2435797.7,Virginia,True,2436046.31,2747.0,2010.0,REP,74.9,0.3712,500.0,52.0,,
416,2755,H4VI00054,"CHRISTENSEN, DONNA M",0.0,VI,DEM,,0,H4VI00054,0.0,0.0,,0.0,,100.0,,Virgin Islands,True,,2755.0,2010.0,DEM,character(0),,64.0,,,
417,2765,H6VT00160,"WELCH, PETER",0.0,VT,DEM,,0,H6VT00160,1.0,1.0,49406.0,0.0,0.54,98.63,1027180.58,Vermont,True,698547.46,2765.0,2010.0,REP,73.9,0.04575,55.0,33.3,0.39547490700000004,4.0
418,2767,H2WA04090,"INSLEE, JAY ROBERT",1.0,WA,DEM,,1,H2WA04090,1.0,1.0,72438.0,0.677583908,0.51,55.85,1403962.4,Washington,True,1270456.11,2767.0,2010.0,DEM,75.2,0.21129,116.0,41.0,,4.0
419,2773,H0WA02080,"LARSEN, RICHARD RAY",2.0,WA,DEM,,2,H0WA02080,1.0,1.0,54449.0,0.623921347,0.51,42.01,2028595.97,Washington,True,2080325.87,2773.0,2010.0,DEM,74,0.13985,16.0,25.6,,4.0
420,2780,H0WA03187,"HERRERA, JAIME",3.0,WA,REP,,3,H0WA03187,1.0,0.0,51599.0,0.35987463399999997,0.51,27.83,1557220.57,Washington,False,1534649.86,2780.0,2010.0,DEM,75.89474,0.12687,133.0,24.4,0.327091136,4.0
421,2790,H2WA04041,"HASTINGS, DOC",4.0,WA,REP,,4,H2WA04041,1.0,1.0,46591.0,0.630879459,0.51,58.74,1056585.46,Washington,False,1089270.77,2790.0,2010.0,DEM,77.34762,0.23823000000000003,500.0,19.9,0.23857868,4.0
422,2795,H4WA05077,"MCMORRIS, CATHY",5.0,WA,REP,,5,H4WA05077,0.0,1.0,44048.0,0.652806569,0.51,,1453240.0,Washington,False,1381220.0,2795.0,2010.0,DEM,78.4,0.11563,199.0,26.4,0.455269608,0.0
423,2799,H6WA06021,"DICKS, NORMAN D",6.0,WA,DEM,,6,H6WA06021,1.0,1.0,46683.0,0.668645641,0.51,56.63,1412760.32,Washington,True,1582737.76,2799.0,2010.0,DEM,78.3,0.21825,500.0,23.1,0.49540095100000003,0.0
424,2804,H8WA07132,"MCDERMOTT, JAMES ADELBERT",7.0,WA,DEM,,7,H8WA07132,1.0,1.0,59358.0,0.8365294529999999,0.51,79.85,582232.25,Washington,True,568649.22,2804.0,2010.0,DEM,79,0.32097,5.0,51.6,,0.0
425,2816,H4WA08071,"REICHERT, DAVE",8.0,WA,REP,,8,H4WA08071,1.0,1.0,79260.0,0.527843142,0.51,47.23,2793787.94,Washington,False,2770292.59,2816.0,2010.0,DEM,79.5,0.26002,4.0,41.5,,4.0
426,2821,H6WA09025,"SMITH, D ADAM",9.0,WA,DEM,,9,H6WA09025,1.0,1.0,54647.0,0.654459397,0.51,51.24,948533.49,Washington,True,1355511.78,2821.0,2010.0,DEM,78.8,0.29206,500.0,23.3,,
427,2825,H8WI01024,"RYAN, PAUL D.",1.0,WI,REP,,1,H8WI01024,1.0,1.0,55165.0,0.640121591,0.48,99.69,3922760.14,Wisconsin,False,1781673.28,2825.0,2010.0,DEM,73.8619,0.12425,27.0,25.1,,4.0
428,2826,H8WI00018,"BALDWIN, TAMMY",2.0,WI,DEM,,2,H8WI00018,0.0,1.0,54199.0,0.6940441079999999,0.48,99.8,1194113.57,Wisconsin,True,1081310.9,2826.0,2010.0,DEM,75.1,0.11299000000000001,23.0,36.3,,0.0
429,2831,H6WI03099,"KIND, RON",3.0,WI,DEM,,3,H6WI03099,1.0,1.0,46668.0,0.632244444,0.48,99.79,1857853.0,Wisconsin,True,2577370.62,2831.0,2010.0,DEM,76.3,0.0506,43.0,23.0,,1.0
430,2836,H4WI04183,"MOORE, GWENDOLYNNE",4.0,WI,DEM,,4,H4WI04183,0.0,1.0,34138.0,0.8838061979999999,0.48,83.63,603253.1,Wisconsin,True,623774.99,2836.0,2010.0,DEM,75.4,0.49438000000000004,500.0,20.8,,0.0
431,2841,H8WI09050,"SENSENBRENNER, F. JAMES JR.",5.0,WI,REP,,5,H8WI09050,1.0,1.0,64869.0,0.797919336,0.48,99.56,419146.76,Wisconsin,False,471683.78,2841.0,2010.0,DEM,75.3,0.07147,500.0,39.1,,0.0
432,2844,H0WI06061,"PETRI, THOMAS",6.0,WI,REP,,6,H0WI06061,1.0,1.0,48999.0,0.637635969,0.48,99.64,737018.72,Wisconsin,False,720044.8,2844.0,2010.0,DEM,76.1,0.06283,20.0,19.2,,4.0
433,2845,H0WI07051,"DUFFY, SEAN",7.0,WI,REP,,7,H0WI07051,1.0,0.0,43591.0,0.391694603,0.48,66.04,1977172.15,Wisconsin,False,1918210.74,2845.0,2010.0,DEM,76,0.0582,39.0,19.4,,4.0
434,2853,H0WI08075,"RIBBLE, REID",8.0,WI,REP,,8,H0WI08075,1.0,0.0,47469.0,0.45947198200000006,0.48,47.95,1295833.37,Wisconsin,False,1287779.69,2853.0,2010.0,DEM,75.89333,0.08467000000000001,500.0,22.1,,
435,2862,H0WV01072,"MCKINLEY, DAVID B",1.0,WV,REP,,1,H0WV01072,1.0,0.0,37859.0,0.0,0.34,34.86,1783038.86,West Virginia,False,1705723.79,2862.0,2010.0,DEM,79.28,0.048510000000000005,4.0,18.7,0.576315311,4.0
436,2869,H0WV02138,"CAPITO, SHELLEY MOORE MS.",2.0,WV,REP,,2,H0WV02138,1.0,1.0,41921.0,0.570688193,0.34,100.0,1531270.36,West Virginia,False,996568.28,2869.0,2010.0,DEM,70.9,0.07458,168.0,19.0,0.522984612,0.0
437,2877,H6WV04057,"RAHALL, NICK JOE II",3.0,WV,DEM,,3,H6WV04057,1.0,1.0,33922.0,0.669192641,0.34,67.51,1261181.95,West Virginia,True,2149018.11,2877.0,2010.0,DEM,69.3,0.05985,51.0,13.9,0.550793745,
438,2879,H8WY00148,"LUMMIS, CYNTHIA MARIE",0.0,WY,REP,,0,H8WY00148,0.0,1.0,53512.0,0.5270166079999999,,82.82,780426.42,Wyoming,False,576835.52,2879.0,2010.0,DEM,75,0.09006,31.0,23.6,,0.0
439,12,H6AK00045,"YOUNG, DONALD E",0.0,AK,REP,00,,H6AK00045,1.0,1.0,67712.0,0.693244792,,78.59,1003531.63,Alaska,False,665974.39,12.0,2012.0,REP,81.6,0.33481,42.0,27.5,,4.0
440,13,H2AL01077,"BONNER, JOSIAH ROBIAS",1.0,AL,REP,01,,H2AL01077,1.0,1.0,41450.0,0.830414361,0.36,55.55,1140566.63,Alabama,False,1263168.28,13.0,2012.0,REP,77.32667,0.32177,500.0,21.2,0.390788721,4.0
441,19,H0AL02087,"ROBY, MARTHA",2.0,AL,REP,02,,H0AL02087,0.0,1.0,40833.0,0.510937715,0.36,100.00,1035717.36,Alabama,False,862502.48,19.0,2012.0,REP,80.9,0.33997,161.0,20.9,0.407023755,4.0
442,21,H2AL03032,"ROGERS, MICHAEL DENNIS",3.0,AL,REP,03,,H2AL03032,1.0,1.0,40292.0,0.594806507,0.36,100.00,1069891.19,Alabama,False,982102.34,21.0,2012.0,REP,79,0.29704,1.0,19.0,0.456924713,4.0
443,22,H6AL04098,"ADERHOLT, ROBERT BROWN",4.0,AL,REP,04,,H6AL04098,1.0,1.0,37187.0,1.0,0.36,100.00,1247169.37,Alabama,False,1140896.88,22.0,2012.0,REP,80.20526,0.12043,7.0,14.7,0.239855583,0.0
444,26,H0AL05163,"BROOKS, MO",5.0,AL,REP,05,,H0AL05163,1.0,1.0,50230.0,0.579356697,0.36,70.94,904753.18,Alabama,False,455514.82,26.0,2012.0,REP,80.7619,0.22985,500.0,28.4,0.369056549,0.0
445,29,H2AL06035,"BACHUS, SPENCER T III",6.0,AL,REP,06,,H2AL06035,1.0,1.0,55656.0,1.0,0.36,61.45,2725003.77,Alabama,False,2904500.84,29.0,2012.0,REP,80.7,0.19692,500.0,33.7,0.425701714,4.0
446,37,H0AL07086,"SEWELL, TERRYCINA ANDREA",7.0,AL,DEM,07,,H0AL07086,0.0,1.0,31080.0,0.724847019,0.36,100.00,1204449.57,Alabama,True,862853.98,37.0,2012.0,REP,81.8,0.65714,500.0,17.6,0.522854019,
447,38,H0AR01083,"CRAWFORD, ERIC ALAN RICK",1.0,AR,REP,01,,H0AR01083,1.0,1.0,36130.0,0.517890971,0.37,100.00,1338445.93,Arkansas,False,1211036.11,38.0,2012.0,DEM,79.6,0.21341,14.0,14.2,0.38612868,0.0
448,44,H0AR02107,"GRIFFIN, JOHN TIMOTHY",2.0,AR,REP,02,,H0AR02107,1.0,1.0,45866.0,0.579146348,0.37,100.00,1619346.36,Arkansas,False,1659463.02,44.0,2012.0,DEM,79.5,0.26083,6.0,26.8,0.447858288,0.0
449,51,H0AR03055,"WOMACK, STEVE",3.0,AR,REP,03,,H0AR03055,1.0,1.0,42102.0,0.724350755,0.37,100.00,932788.07,Arkansas,False,602443.0,51.0,2012.0,DEM,78.8,0.14301,159.0,23.5,0.34330547,4.0
450,52,H2AR04083,"COTTON, THOMAS",4.0,AR,REP,04,,H2AR04083,1.0,0.0,35767.0,0.401529186,0.37,57.55,2213217.51,Arkansas,False,2094866.54,52.0,2012.0,DEM,79.19333,0.2545,20.0,15.0,0.404827686,
451,63,H0AS00018,"FALEOMAVAEGA, ENI",0.0,AS,DEM,00,,H0AS00018,0.0,0.0,,0.0,,,,American Samoa,True,,63.0,2012.0,DEM,character(0),,500.0,,,
452,69,H8AZ01104,"KIRKPATRICK, ANN",1.0,AZ,DEM,01,,H8AZ01104,0.0,1.0,45925.0,0.43730775,0.42,63.74,2349202.7,Arizona,True,2355341.7,69.0,2012.0,REP,82,0.35435,100.0,22.9,0.441068198,4.0
