,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent,STATE,D,FEC ID#,Cand_Id,GE WINNER INDICATOR
386,"RICHARDSON, LAURA",CA,44.0,DEM,2012,0.491708945,11.3,DEM,0.44386493200000005,0,0.5828300000000001,0.0,0.52,True,4.0,43804.0,20,5.72,68.2,599696.34,540277.15,California,44,H8CA37137,H8CA37137,
387,"VANDENBERG, LOUIS",CA,44.0,DEM,2012,0.491708945,11.3,DEM,0.44386493200000005,0,0.5828300000000001,1.0,0.52,True,4.0,43804.0,136,,68.2,599696.34,540277.15,,,,,
388,"CAMPBELL, JOHN BT III",CA,45.0,REP,2012,0.51638991,50.6,DEM,0.514852443,1,0.35656,1.0,0.52,False,0.0,90293.0,6,51.01,69.3,1285137.64,1421706.01,California,45,H6CA48039,H6CA48039,W
389,"KANG, SUKHEE",CA,45.0,DEM,2012,0.51638991,50.6,DEM,0.42137610600000003,0,0.35656,0.0,0.52,True,0.0,90293.0,500,33.02,69.3,754719.23,754627.17,California,45,H2CA48087,H2CA48087,
390,"POUGNET, STEPHEN P",CA,45.0,DEM,2012,0.51638991,50.6,DEM,0.42137610600000003,0,0.35656,1.0,0.52,True,0.0,90293.0,33,,69.3,754719.23,754627.17,,,,,
391,"WEBB, JOHN",CA,45.0,REP,2012,0.51638991,50.6,DEM,0.514852443,0,0.35656,1.0,0.52,False,0.0,90293.0,6,15.97,69.3,1285137.64,1421706.01,California,45,H2CA42122,H2CA42122,
392,"CULLUM, JOHN J",CA,46.0,REP,2012,0.646808608,16.8,DEM,0.622033793,0,0.39771,1.0,0.52,False,0.0,52114.0,6,10.64,71.47895,133602.07,129449.21,California,46,H2CA46123,H2CA46123,
393,"GARCIA, PAT",CA,46.0,REP,2012,0.646808608,16.8,DEM,0.622033793,0,0.39771,0.0,0.52,False,0.0,52114.0,37,10.99,71.47895,133602.07,129449.21,California,46,H2CA47097,H2CA47097,
394,"HAYDEN, GERARD P",CA,46.0,REP,2012,0.646808608,16.8,DEM,0.622033793,0,0.39771,1.0,0.52,False,0.0,52114.0,500,29.53,71.47895,133602.07,129449.21,California,46,H2CA46107,H2CA46107,
395,"LURIE, BARAK",CA,46.0,REP,2012,0.646808608,16.8,DEM,0.622033793,0,0.39771,1.0,0.52,False,0.0,52114.0,500,,71.47895,133602.07,129449.21,,,,,
396,"ROCHA, JORGE",CA,46.0,IND,2012,0.646808608,16.8,DEM,0.0,0,0.39771,1.0,0.52,False,0.0,52114.0,174,3.99,71.47895,,,California,46,H2CA46115,H2CA46115,
397,"SANCHEZ, LORETTA",CA,46.0,DEM,2012,0.646808608,16.8,DEM,0.377877232,1,0.39771,0.0,0.52,True,0.0,52114.0,500,34.59,71.47895,1677370.81,1674005.58,California,46,H6CA46033,H6CA46033,W
398,"DELONG, GARY",CA,47.0,REP,2012,0.48054726299999995,29.4,DEM,0.392677741,0,0.43942,1.0,0.52,False,0.0,55150.0,47,29.44,73.87143,1439650.91,1418740.41,California,47,H2CA47105,H2CA47105,
399,"EDGAR, TROY",CA,47.0,REP,2012,0.48054726299999995,29.4,DEM,0.392677741,0,0.43942,1.0,0.52,False,0.0,55150.0,62,,73.87143,1439650.91,1418740.41,,,,,
400,"FOLEY, STEVE",CA,47.0,REP,2012,0.48054726299999995,29.4,DEM,0.392677741,0,0.43942,1.0,0.52,False,0.0,55150.0,159,7.23,73.87143,1439650.91,1418740.41,California,47,H2CA47147,H2CA47147,
401,"KAHN, SANFORD W",CA,47.0,REP,2012,0.48054726299999995,29.4,DEM,0.392677741,0,0.43942,1.0,0.52,False,0.0,55150.0,500,3.17,73.87143,1439650.91,1418740.41,California,47,H8CA32039,H8CA32039,
402,"KUYKENDALL, STEVEN T",CA,47.0,REP,2012,0.48054726299999995,29.4,DEM,0.392677741,0,0.43942,1.0,0.52,False,0.0,55150.0,19,10.83,73.87143,1439650.91,1418740.41,California,47,H2CA47113,H2CA47113,
403,"LOWENTHAL, ALAN",CA,47.0,DEM,2012,0.48054726299999995,29.4,DEM,0.52975384,1,0.43942,1.0,0.52,True,0.0,55150.0,110,33.80,73.87143,1210250.82,1171130.95,California,47,H2CA00104,H2CA00104,W
404,"MATHEWS, E. PETER",CA,47.0,DEM,2012,0.48054726299999995,29.4,DEM,0.52975384,0,0.43942,1.0,0.52,True,0.0,55150.0,500,9.82,73.87143,1210250.82,1171130.95,California,47,H2CA38062,H2CA38062,
405,"SHAH, JAYENDRA ARVINDLAL DR",CA,47.0,IND,2012,0.48054726299999995,29.4,DEM,0.0,0,0.43942,1.0,0.52,False,0.0,55150.0,500,2.90,73.87143,,,California,47,H0CA00074,H0CA00074,
406,"SHAH, USHA JAYENDRA MRS",CA,47.0,DEM,2012,0.48054726299999995,29.4,DEM,0.52975384,0,0.43942,0.0,0.52,True,0.0,55150.0,500,2.90,73.87143,1210250.82,1171130.95,California,47,H2CA47154,H2CA47154,
407,"MUNZING, MICHAEL ANDREW",CA,48.0,REP,2012,0.48054726299999995,42.2,DEM,0.5993803529999999,0,0.31153000000000003,1.0,0.52,False,4.0,77155.0,1,,75.8,493391.61,582122.28,,,,,
408,"ROHRABACHER, DANA",CA,48.0,REP,2012,0.48054726299999995,42.2,DEM,0.5993803529999999,1,0.31153000000000003,0.0,0.52,False,4.0,77155.0,57,66.30,75.8,493391.61,582122.28,California,48,H8CA42061,H8CA42061,W
409,"SCHLAR, ALAN MARK",CA,48.0,OTH,2012,0.48054726299999995,42.2,DEM,0.0,0,0.31153000000000003,1.0,0.52,False,4.0,77155.0,110,4.84,75.8,,,California,48,H2CA48103,H2CA48103,
410,"VARASTEH, RON",CA,48.0,DEM,2012,0.48054726299999995,42.2,DEM,0.364474969,0,0.31153000000000003,1.0,0.52,True,4.0,77155.0,43,28.86,75.8,158255.49,75073.19,California,48,H2CA48095,H2CA48095,
411,"EIDEN, RICHARD JOHN",CA,49.0,NPA,2012,0.538857931,40.0,DEM,0.0,0,0.2316,1.0,0.52,False,4.0,68842.0,16,6.84,76.1,,,California,49,H2CA49226,H2CA49226,
412,"ISSA, DARRELL",CA,49.0,REP,2012,0.538857931,40.0,DEM,0.627846286,1,0.2316,1.0,0.52,False,4.0,68842.0,137,61.09,76.1,2478710.48,1115221.66,,,,,
413,"NOVINEC, ALBIN DENNIS",CA,49.0,NPA,2012,0.538857931,40.0,DEM,0.0,0,0.2316,1.0,0.52,False,4.0,68842.0,500,1.39,76.1,,,California,49,H2CA49234,H2CA49234,
414,"TETALMAN, JERRY",CA,49.0,DEM,2012,0.538857931,40.0,DEM,0.31481940399999997,0,0.2316,1.0,0.52,True,4.0,68842.0,63,30.68,76.1,131167.65,127719.53,California,49,H2CA49218,H2CA49218,
415,"BENOIT, MICHAEL",CA,50.0,LIB,2012,0.5478353,25.1,DEM,0.0,0,0.19432,1.0,0.52,False,4.0,55876.0,1,5.41,75.5,,,California,50,H0CA52018,H0CA52018,
416,"FRANKOWIAK, CONNIE",CA,50.0,DEM,2012,0.5478353,25.1,DEM,0.38958742399999996,0,0.19432,0.0,0.52,True,4.0,55876.0,160,7.51,75.5,145.05,150.96,California,50,H6CA52098,H6CA52098,
417,"HUNTER, DUNCAN D.",CA,50.0,REP,2012,0.5478353,25.1,DEM,0.566538288,1,0.19432,1.0,0.52,False,4.0,55876.0,500,67.41,75.5,986170.44,993680.5,California,50,H8CA52052,H8CA52052,W
418,"LINNELL, TERRI RUTH",CA,50.0,REP,2012,0.5478353,25.1,DEM,0.566538288,0,0.19432,0.0,0.52,False,4.0,55876.0,148,2.87,75.5,986170.44,993680.5,California,50,H0CA52034,H0CA52034,
419,"NASCENZI, ROBERT ANTHONY",CA,50.0,DEM,2012,0.5478353,25.1,DEM,0.38958742399999996,0,0.19432,1.0,0.52,True,4.0,55876.0,7,,75.5,145.05,150.96,,,,,
420,"POWELL, MARK EDWARD",CA,50.0,OTH,2012,0.5478353,25.1,DEM,0.0,0,0.19432,1.0,0.52,False,4.0,55876.0,18,,75.5,,,,,,,
421,"SECOR, DAVID B",CA,50.0,DEM,2012,0.5478353,25.1,DEM,0.38958742399999996,0,0.19432,1.0,0.52,True,4.0,55876.0,4,16.80,75.5,145.05,150.96,California,50,H2CA50158,H2CA50158,
422,"BROOKS, JOHN L II",CA,51.0,DEM,2012,0.5498341760000001,13.0,DEM,0.60051002,0,0.34855,1.0,0.52,True,4.0,40503.0,6,5.02,75.9,1061806.23,1010618.48,California,51,H2CA51172,H2CA51172,
423,"CRIMMINS, MICHAEL",CA,51.0,REP,2012,0.5498341760000001,13.0,DEM,0.399455238,0,0.34855,1.0,0.52,False,4.0,40503.0,1,19.87,75.9,25374.34,29820.22,,,,,
424,"DUCHENY, DENISE MORENO",CA,51.0,DEM,2012,0.5498341760000001,13.0,DEM,0.60051002,0,0.34855,0.0,0.52,True,4.0,40503.0,53,15.43,75.9,1061806.23,1010618.48,California,51,H2CA51164,H2CA51164,
425,"GIONIS, XANTHI",CA,51.0,REP,2012,0.5498341760000001,13.0,DEM,0.399455238,0,0.34855,0.0,0.52,False,4.0,40503.0,500,6.85,75.9,25374.34,29820.22,California,51,H2CA51180,H2CA51180,
426,"PORTLEY, BERNARD",CA,51.0,REP,2012,0.5498341760000001,13.0,DEM,0.399455238,0,0.34855,1.0,0.52,False,4.0,40503.0,500,2.54,75.9,25374.34,29820.22,California,51,H2CA51198,H2CA51198,
427,"RAMIREZ, DANIEL C.",CA,51.0,DEM,2012,0.5498341760000001,13.0,DEM,0.60051002,0,0.34855,1.0,0.52,True,4.0,40503.0,12,4.27,75.9,1061806.23,1010618.48,California,51,H2CA51131,H2CA51131,
428,"VARGAS, JUAN C.",CA,51.0,DEM,2012,0.5498341760000001,13.0,DEM,0.60051002,0,0.34855,1.0,0.52,True,4.0,40503.0,68,46.02,75.9,1061806.23,1010618.48,California,51,H2CA50026,H2CA50026,W
429,"BILBRAY, BRIAN PHILLIP",CA,52.0,REP,2012,0.5478353,54.5,DEM,0.63086374,1,0.30587,1.0,0.52,False,4.0,81275.0,8,41.02,76.4,2659541.26,2772270.37,California,52,H4CA49032,H4CA49032,
430,"CARSWELL, GENE HAMILTON",CA,52.0,REP,2012,0.5478353,54.5,DEM,0.63086374,0,0.30587,1.0,0.52,False,4.0,81275.0,500,0.55,76.4,2659541.26,2772270.37,California,52,H2CA52113,H2CA52113,
431,"DECOURT-PARK, SHIRLEY",CA,52.0,DEM,2012,0.5478353,54.5,DEM,0.320588794,0,0.30587,0.0,0.52,True,4.0,81275.0,500,1.57,76.4,4381438.01,4352737.01,California,52,H2CA52097,H2CA52097,
432,"DOYLE, JACK",CA,52.0,UNK,2012,0.5478353,54.5,DEM,0.0,0,0.30587,1.0,0.52,False,4.0,81275.0,146,4.07,76.4,,,California,52,H2CA52105,H2CA52105,
433,"IVERSON, WAYNE",CA,52.0,REP,2012,0.5478353,54.5,DEM,0.63086374,0,0.30587,1.0,0.52,False,4.0,81275.0,112,2.96,76.4,2659541.26,2772270.37,California,52,H2CA52071,H2CA52071,
434,"PETERS, SCOTT",CA,52.0,DEM,2012,0.5478353,54.5,DEM,0.320588794,0,0.30587,1.0,0.52,True,4.0,81275.0,17,22.59,76.4,4381438.01,4352737.01,California,52,H2CA52089,H2CA52089,W
435,"SALDANA, LORI",CA,52.0,DEM,2012,0.5478353,54.5,DEM,0.320588794,0,0.30587,0.0,0.52,True,4.0,81275.0,32,,76.4,4381438.01,4352737.01,California,52,H2CA52063,H2CA52063,
436,"SHEHATA, EHAB T.",CA,52.0,NPA,2012,0.5478353,54.5,DEM,0.0,0,0.30587,1.0,0.52,False,4.0,81275.0,500,0.77,76.4,,,California,52,H2CA52139,H2CA52139,
437,"STAHL, JOHN K",CA,52.0,REP,2012,0.5478353,54.5,DEM,0.63086374,0,0.30587,1.0,0.52,False,4.0,81275.0,6,3.64,76.4,2659541.26,2772270.37,California,52,H2CA50141,H2CA50141,
438,"SUBKA, JOHN L.",CA,52.0,REP,2012,0.5478353,54.5,DEM,0.63086374,0,0.30587,1.0,0.52,False,4.0,81275.0,6,0.72,76.4,2659541.26,2772270.37,California,52,H2CA52121,H2CA52121,
439,"DAVIS, SUSAN A",CA,53.0,DEM,2012,0.5478353,33.9,DEM,0.622593983,1,0.34294,0.0,0.52,True,,58067.0,27,57.81,76.4,647361.55,952515.18,California,53,H0CA49055,H0CA49055,W
440,"POPADITCH, NICHOLAS ALLEN",CA,53.0,REP,2012,0.5478353,33.9,DEM,0.33999097,0,0.34294,1.0,0.52,False,,58067.0,51,42.19,76.4,114985.18,117613.68,California,53,H0CA51036,H0CA51036,
441,"HUBER, ALYSON",CA,,DEM,2012,,,DEM,0.0,0,,0.0,0.52,True,,,500,,78.5,,,,,,,
442,"ATWOOD, FRANK",CO,1.0,LIB,2012,0.617640259,42.1,DEM,0.013800173999999998,0,0.22429000000000002,1.0,0.43,False,4.0,52135.0,65,,72.6,,,Colorado,01,H2CO01140,H2CO01140,
443,"DEGETTE, DIANA L.",CO,1.0,DEM,2012,0.617640259,42.1,DEM,0.6742350220000001,1,0.22429000000000002,0.0,0.43,True,4.0,52135.0,97,100.00,72.6,1051538.17,1098046.15,Colorado,01,H6CO01141,H6CO01141,W
444,"JUNIEL, THOMAS HENRY",CO,1.0,NNE,2012,0.617640259,42.1,DEM,0.0,0,0.22429000000000002,1.0,0.43,False,4.0,52135.0,20,,72.6,,,Colorado,01,H2CO01157,H2CO01157,
445,"MURPHY, RICHARD W",CO,1.0,REP,2012,0.617640259,42.1,DEM,0.28758947,0,0.22429000000000002,1.0,0.43,False,4.0,52135.0,16,34.93,72.6,18183.17,18183.17,Colorado,01,H2CO01132,H2CO01132,
446,"STROUD, DANNY E",CO,1.0,REP,2012,0.617640259,42.1,DEM,0.28758947,0,0.22429000000000002,1.0,0.43,False,4.0,52135.0,95,65.07,72.6,18183.17,18183.17,Colorado,01,H2CO01124,H2CO01124,
447,"SWING, GARY WARREN",CO,1.0,GRE,2012,0.617640259,42.1,DEM,0.014069728,0,0.22429000000000002,1.0,0.43,False,4.0,52135.0,47,,72.6,,,Colorado,01,H2CO02080,H2CO02080,
448,"HALL, SUSAN P.",CO,2.0,GRE,2012,0.586356789,51.4,DEM,0.0,0,0.0958,0.0,0.43,False,4.0,65866.0,27,,70.9,,,Colorado,02,H2CO02163,H2CO02163,
449,"LUALLIN, RANDY",CO,2.0,LIB,2012,0.586356789,51.4,DEM,0.019527933,0,0.0958,1.0,0.43,False,4.0,65866.0,77,,70.9,,,Colorado,02,H2CO02155,H2CO02155,
450,"LUNDBERG, KEVIN",CO,2.0,REP,2012,0.586356789,51.4,DEM,0.37895768700000004,0,0.0958,1.0,0.43,False,4.0,65866.0,13,53.29,70.9,282435.86,282160.66,Colorado,02,H2CO02148,H2CO02148,
451,"POLIS, JARED",CO,2.0,DEM,2012,0.586356789,51.4,DEM,0.57413668,1,0.0958,1.0,0.43,True,4.0,65866.0,113,100.00,70.9,1147923.96,1504673.17,Colorado,02,H8CO02137,H8CO02137,W
452,"WEISSMANN, ERIC A",CO,2.0,REP,2012,0.586356789,51.4,DEM,0.37895768700000004,0,0.0958,1.0,0.43,False,4.0,65866.0,14,46.71,70.9,282435.86,282160.66,Colorado,02,H2CO02130,H2CO02130,
453,"CASIDA, TISHA TRINETTE",CO,3.0,UNK,2012,0.48445174399999996,28.4,DEM,0.0,0,0.12502,0.0,0.43,False,4.0,46653.0,500,,70.76316,,,Colorado,03,H2CO03146,H2CO03146,
454,"GILMAN, GREGORY",CO,3.0,LIB,2012,0.48445174399999996,28.4,DEM,0.021832651,0,0.12502,1.0,0.43,False,4.0,46653.0,29,60.58,70.76316,,,Colorado,03,H0CO03116,H0CO03116,
455,"KENT, GAYLON",CO,3.0,LIB,2012,0.48445174399999996,28.4,DEM,0.021832651,0,0.12502,1.0,0.43,False,4.0,46653.0,500,39.42,70.76316,,,Colorado,03,H2CO03153,H2CO03153,
456,"MCMILLAN, JAIME",CO,3.0,UNK,2012,0.48445174399999996,28.4,DEM,0.0,0,0.12502,1.0,0.43,False,4.0,46653.0,133,,70.76316,,,Colorado,03,H2CO03179,H2CO03179,
457,"PACE, SALVATORE II",CO,3.0,DEM,2012,0.48445174399999996,28.4,DEM,0.460267996,0,0.12502,1.0,0.43,True,4.0,46653.0,500,100.00,70.76316,1953913.33,1953038.26,Colorado,03,H2CO03138,H2CO03138,
458,"REED, DALE F",CO,3.0,UNK,2012,0.48445174399999996,28.4,DEM,0.0,0,0.12502,1.0,0.43,False,4.0,46653.0,148,,70.76316,,,,,,,
459,"TIPTON, SCOTT R.",CO,3.0,REP,2012,0.48445174399999996,28.4,DEM,0.49870030200000004,1,0.12502,1.0,0.43,False,4.0,46653.0,17,100.00,70.76316,2342228.83,2225170.66,Colorado,03,H6CO03139,H6CO03139,W
460,"WEST, MORGAN",CO,3.0,NNE,2012,0.48445174399999996,28.4,DEM,0.0,0,0.12502,0.0,0.43,False,4.0,46653.0,500,,70.76316,,,,,,,
461,"ADEN, DOUG",CO,4.0,OTH,2012,0.565821216,31.6,DEM,0.0,0,0.11304000000000002,1.0,0.43,False,4.0,60737.0,50,100.00,70.08571,,,Colorado,04,H0CO04148,H0CO04148,
462,"GARDNER, CORY",CO,4.0,REP,2012,0.565821216,31.6,DEM,0.524769003,1,0.11304000000000002,1.0,0.43,False,4.0,60737.0,99,100.00,70.08571,2295599.73,1849386.33,Colorado,04,H0CO04122,H0CO04122,W
463,"GILLILAND, JOSHUA L",CO,4.0,LIB,2012,0.565821216,31.6,DEM,0.0,0,0.11304000000000002,1.0,0.43,False,4.0,60737.0,24,,70.08571,,,Colorado,04,H2CO04102,H2CO04102,
464,"SHAFFER, BRANDON",CO,4.0,DEM,2012,0.565821216,31.6,DEM,0.413538445,0,0.11304000000000002,1.0,0.43,True,4.0,60737.0,52,100.00,70.08571,905776.2,895692.51,Colorado,04,H2CO04094,H2CO04094,
465,"ANDERSON, DAVID C",CO,5.0,NNE,2012,0.403664201,33.6,DEM,0.0,0,0.16959000000000002,1.0,0.43,False,4.0,53773.0,4,,69.6,,,Colorado,05,H2CO05059,H2CO05059,
466,"BERGERON, DOUGLAS KEVIN",CO,5.0,REP,2012,0.403664201,33.6,DEM,0.657515682,0,0.16959000000000002,1.0,0.43,False,4.0,53773.0,50,,69.6,696043.63,799502.31,,,,,
467,"BLAHA, ROBERT B",CO,5.0,REP,2012,0.403664201,33.6,DEM,0.657515682,0,0.16959000000000002,1.0,0.43,False,4.0,53773.0,7,38.28,69.6,696043.63,799502.31,Colorado,05,H2CO05091,H2CO05091,
468,"CANTRELL, GEORGE ALLEN",CO,5.0,REP,2012,0.403664201,33.6,DEM,0.657515682,0,0.16959000000000002,1.0,0.43,False,4.0,53773.0,53,,69.6,696043.63,799502.31,Colorado,05,H2CO05125,H2CO05125,
469,"EVANS III, ROBERT EUGENE",CO,5.0,DEM,2012,0.403664201,33.6,DEM,0.0,0,0.16959000000000002,1.0,0.43,True,4.0,53773.0,500,,69.6,,,,,,,
470,"HARVELL, KENNETH R",CO,5.0,OTH,2012,0.403664201,33.6,DEM,0.0,0,0.16959000000000002,1.0,0.43,False,4.0,53773.0,31,100.00,69.6,,,Colorado,05,H2CO05109,H2CO05109,
471,"LAMBORN, DOUGLAS",CO,5.0,REP,2012,0.403664201,33.6,DEM,0.657515682,1,0.16959000000000002,1.0,0.43,False,4.0,53773.0,50,61.72,69.6,696043.63,799502.31,Colorado,05,H6CO05159,H6CO05159,W
472,"LUZOV, MISHA",CO,5.0,GRE,2012,0.403664201,33.6,DEM,0.0,0,0.16959000000000002,0.0,0.43,False,4.0,53773.0,500,,69.6,,,Colorado,05,H2CO05117,H2CO05117,
473,"PIRTLE, JAMES C",CO,5.0,LIB,2012,0.403664201,33.6,DEM,0.024437043999999998,0,0.16959000000000002,1.0,0.43,False,4.0,53773.0,5,,69.6,,,Colorado,05,H2CO05067,H2CO05067,
474,"COFFMAN, MICHAEL",CO,6.0,REP,2012,0.51998606,39.6,DEM,0.656724173,1,0.2381,1.0,0.43,False,4.0,64264.0,1,100.00,69.5,3441282.7,3838136.52,Colorado,06,H8CO06138,H8CO06138,W
475,"DEGRAFFENRIED, JOHN TAYLOR",CO,6.0,IND,2012,0.51998606,39.6,DEM,0.0,0,0.2381,1.0,0.43,False,4.0,64264.0,6,,69.5,,,,,,,
476,"HANEY, PERRY",CO,6.0,DEM,2012,0.51998606,39.6,DEM,0.314644587,0,0.2381,1.0,0.43,True,4.0,64264.0,500,,69.5,1709751.81,1694977.14,,,,,
477,"MIKLOSI, JOE",CO,6.0,DEM,2012,0.51998606,39.6,DEM,0.314644587,0,0.2381,1.0,0.43,True,4.0,64264.0,107,100.00,69.5,1709751.81,1694977.14,Colorado,06,H2CO06123,H2CO06123,
478,"POLHEMUS, KATHY L",CO,6.0,IND,2012,0.51998606,39.6,DEM,0.0,0,0.2381,0.0,0.43,False,4.0,64264.0,134,,69.5,,,Colorado,06,H2CO06149,H2CO06149,
479,"PROVOST, PATRICK E.",CO,6.0,LIB,2012,0.51998606,39.6,DEM,0.028610095,0,0.2381,1.0,0.43,False,4.0,64264.0,37,,69.5,,,Colorado,06,H2CO06156,H2CO06156,
480,"BAILEY, BUCK",CO,7.0,LIB,2012,0.561213788,29.7,DEM,0.047991082000000004,0,0.12613,1.0,0.43,False,,57660.0,500,,69.5,,,Colorado,07,H0CO07075,H0CO07075,
481,"BALL, MATTHEW CHRISTIAN",CO,7.0,REP,2012,0.561213788,29.7,DEM,0.417560837,0,0.12613,1.0,0.43,False,,57660.0,10,,69.5,4839422.43,4832074.85,,,,,
482,"CAMPBELL, DOUGLAS 'DAYHORSE'",CO,7.0,OTH,2012,0.561213788,29.7,DEM,0.0,0,0.12613,1.0,0.43,False,,57660.0,50,100.00,69.5,,,Colorado,07,H2CO07147,H2CO07147,
483,"COORS, JOSEPH JR",CO,7.0,REP,2012,0.561213788,29.7,DEM,0.417560837,0,0.12613,1.0,0.43,False,,57660.0,11,100.00,69.5,4839422.43,4832074.85,Colorado,07,H2CO07121,H2CO07121,
484,"PERLMUTTER, EDWIN G",CO,7.0,DEM,2012,0.561213788,29.7,DEM,0.534448081,1,0.12613,1.0,0.43,True,,57660.0,185,100.00,69.5,2975375.65,2988390.89,Colorado,07,H6CO07023,H6CO07023,W
485,"WIELAND, RICHARD E",CT,0.0,UNK,2012,,,DEM,0.0,0,,1.0,0.53,False,4.0,,16,,69.2,,,Connecticut,04,H2CT00033,H2CT00033,
486,"COREY, MATTHEW M MR",CT,1.0,OTH,2012,0.631626475,33.6,DEM,0.0,0,0.27284,1.0,0.53,False,0.0,63674.0,10,,69.6,,,Connecticut,01,H2CT01189,H2CT01189,
487,"DECKER, JOHN HENRY",CT,1.0,REP,2012,0.631626475,33.6,DEM,0.37195515799999995,0,0.27284,1.0,0.53,False,0.0,63674.0,6,,69.6,69700.0,73150.1,Connecticut,01,H2CT01163,H2CT01163,
488,"DEROSA, S. MICHAEL",CT,1.0,GRE,2012,0.631626475,33.6,DEM,0.011343225,0,0.27284,1.0,0.53,False,0.0,63674.0,500,,69.6,,,Connecticut,01,H2CT01171,H2CT01171,
489,"LARSON, JOHN B",CT,1.0,DEM,2012,0.631626475,33.6,DEM,0.0,1,0.27284,1.0,0.53,True,0.0,63674.0,6,,69.6,2018561.37,2232557.75,Connecticut,01,H8CT01046,H8CT01046,W
490,"MCDONALD, MICHAEL W",CT,1.0,REP,2012,0.631626475,33.6,DEM,0.37195515799999995,0,0.27284,1.0,0.53,False,0.0,63674.0,1,,69.6,69700.0,73150.1,Connecticut,01,H2CT01155,H2CT01155,
491,"BENNETT, COLIN D.",CT,2.0,GRE,2012,0.6274678029999999,32.7,DEM,0.013548939,0,0.12095999999999998,1.0,0.53,False,0.0,69811.0,500,,70.2,,,Connecticut,02,H2CT02153,H2CT02153,
492,"COURTNEY, JOSEPH D",CT,2.0,DEM,2012,0.6274678029999999,32.7,DEM,0.0,1,0.12095999999999998,1.0,0.53,True,0.0,69811.0,11,,70.2,1520758.75,1449934.62,Connecticut,02,H2CT02112,H2CT02112,W
493,"COUTU, CHRISTOPHER D",CT,2.0,REP,2012,0.6274678029999999,32.7,DEM,0.38763173100000003,0,0.12095999999999998,1.0,0.53,False,0.0,69811.0,2,,70.2,121351.08,120994.27,Connecticut,02,H2CT02138,H2CT02138,
494,"DUBITSKY, DOUG",CT,2.0,REP,2012,0.6274678029999999,32.7,DEM,0.38763173100000003,0,0.12095999999999998,1.0,0.53,False,0.0,69811.0,50,,70.2,121351.08,120994.27,Connecticut,02,H0CT02165,H0CT02165,
495,"FOLEY, JOHN ARTHUR",CT,2.0,REP,2012,0.6274678029999999,32.7,DEM,0.38763173100000003,0,0.12095999999999998,1.0,0.53,False,0.0,69811.0,6,,70.2,121351.08,120994.27,,,,,
496,"FORMICA, PAUL M.",CT,2.0,REP,2012,0.6274678029999999,32.7,DEM,0.38763173100000003,0,0.12095999999999998,1.0,0.53,False,0.0,69811.0,27,66.91,70.2,121351.08,120994.27,Connecticut,02,H2CT02146,H2CT02146,
497,"NOVAK, DARIA IRENE",CT,2.0,REP,2012,0.6274678029999999,32.7,DEM,0.38763173100000003,0,0.12095999999999998,0.0,0.53,False,0.0,69811.0,500,33.09,70.2,121351.08,120994.27,Connecticut,02,H0CT02140,H0CT02140,
498,"REALE, DANIEL",CT,2.0,LIB,2012,0.6274678029999999,32.7,DEM,0.0,0,0.12095999999999998,1.0,0.53,False,0.0,69811.0,12,,70.2,,,,,,,
499,"BOAZ, ITSHAKY",CT,3.0,W,2012,0.605046349,33.6,DEM,0.0,0,0.2483,1.0,0.53,False,0.0,60275.0,500,,69.86,,,,,,,
500,"DELAURO, ROSA L",CT,3.0,DEM,2012,0.605046349,33.6,DEM,0.0,1,0.2483,0.0,0.53,True,0.0,60275.0,500,,69.86,1175607.54,1169821.23,Connecticut,03,H0CT03072,H0CT03072,W
501,"PACKARD, STEPHEN M",CT,3.0,REP,2012,0.605046349,33.6,DEM,0.335840951,0,0.2483,1.0,0.53,False,0.0,60275.0,33,,69.86,60755.21,60750.93,Connecticut,03,H2CT03086,H2CT03086,
502,"WINSLEY, WAYNE ANTHONY",CT,3.0,REP,2012,0.605046349,33.6,DEM,0.335840951,0,0.2483,1.0,0.53,False,0.0,60275.0,112,,69.86,60755.21,60750.93,Connecticut,03,H2CT05180,H2CT05180,
503,"HIMES, JIM",CT,4.0,DEM,2012,0.6037183279999999,47.0,DEM,0.0,1,0.26103000000000004,1.0,0.53,True,4.0,82174.0,5,,77.7,3035222.27,2289994.06,Connecticut,04,H8CT04172,H8CT04172,W
504,"MEEK, CHRISTOPHER D",CT,4.0,REP,2012,0.6037183279999999,47.0,DEM,0.46933865700000005,0,0.26103000000000004,1.0,0.53,False,4.0,82174.0,2,,77.7,1526320.04,1520107.0,Connecticut,04,H2CT04043,H2CT04043,
505,"OBSITNIK, STEPHEN",CT,4.0,REP,2012,0.6037183279999999,47.0,DEM,0.46933865700000005,0,0.26103000000000004,1.0,0.53,False,4.0,82174.0,33,,77.7,1526320.04,1520107.0,Connecticut,04,H2CT04068,H2CT04068,
506,"ORNER, DAVID SCOTT",CT,4.0,REP,2012,0.6037183279999999,47.0,DEM,0.46933865700000005,0,0.26103000000000004,1.0,0.53,False,4.0,82174.0,4,,77.7,1526320.04,1520107.0,Connecticut,04,H2CT04050,H2CT04050,
