,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent,STATE,D,FEC ID#,Cand_Id,GE WINNER INDICATOR
671,"BABAUTA, ANTHONY M",GU,0.0,DEM,2016,,,REP,0.0,0,,1.0,,True,,,22,,character(0),,,Guam,00,H6GU00042,H6GU00042,
672,"BORDALLO, MADELEINE Z. MS.",GU,0.0,DEM,2016,,,REP,0.0,0,,0.0,,True,,,500,74.30,character(0),,,Guam,00,H2GU00033,H2GU00033,W
673,"CAMACHO, FELIX P GOVERNOR",GU,0.0,REP,2016,,,REP,0.0,0,,1.0,,False,,,500,,character(0),,,Guam,00,H6GU01016,H6GU01016,
674,"METCALFE, MARGARET",GU,0.0,REP,2016,,,REP,0.0,0,,0.0,,False,,,101,98.25,character(0),,,Guam,00,H4GU00021,H4GU00021,
675,"ADKINS, ALEXANDER EDWARD MR",HI,1.0,DEM,2016,0.698140166,34.6,DEM,0.519283379,0,0.8252299999999999,1.0,,True,,78180.0,106,,74.6,0.0,0.0,,,,,
676,"AHU ISA , LEI (LEINAALA)",HI,1.0,DEM,2016,0.698140166,34.6,DEM,0.519283379,0,0.8252299999999999,1.0,,True,,78180.0,500,,74.6,0.0,0.0,Hawaii,01,H6HI01220,H6HI01220,
677,"CROSS, PETER",HI,1.0,DEM,2016,0.698140166,34.6,DEM,0.519283379,0,0.8252299999999999,1.0,,True,,78180.0,55,,74.6,0.0,0.0,,,,,
678,"DELACRUZ SANTIAGO OSTROV, SHIRLENE",HI,1.0,REP,2016,0.698140166,34.6,DEM,0.480716621,0,0.8252299999999999,0.0,,False,,78180.0,500,,74.6,,,,,,,
679,"GRIFFIN, CALVIN",HI,1.0,OTH,2016,0.698140166,34.6,DEM,0.0,0,0.8252299999999999,1.0,,False,,78180.0,179,48.70,74.6,,,Hawaii,01,H4HI01183,H4HI01183,
680,"HANABUSA, COLLEEN WAKAKO",HI,1.0,DEM,2016,0.698140166,34.6,DEM,0.519283379,0,0.8252299999999999,0.0,,True,,78180.0,129,,74.6,0.0,0.0,Hawaii,01,H2HI02110,H2HI02110,W
681,"KIM, HOWARD",HI,1.0,DEM,2016,0.698140166,34.6,DEM,0.519283379,0,0.8252299999999999,1.0,,True,,78180.0,188,28.40,74.6,0.0,0.0,Hawaii,01,H6HI01238,H6HI01238,
682,"OCASIO, JAVIER",HI,1.0,DEM,2016,0.698140166,34.6,DEM,0.519283379,0,0.8252299999999999,1.0,,True,,78180.0,500,,74.6,0.0,0.0,Hawaii,01,H6HI01196,H6HI01196,
683,"OSTROV, SHIRLENE D. (SHIRL)",HI,1.0,REP,2016,0.698140166,34.6,DEM,0.480716621,0,0.8252299999999999,0.0,,False,,78180.0,500,,74.6,,,Hawaii,01,H6HI01279,H6HI01279,
684,"PERRY, YVONNE P",HI,1.0,UNK,2016,0.698140166,34.6,DEM,0.0,0,0.8252299999999999,0.0,,False,,78180.0,177,,74.6,,,,,,,
685,"PLOTZENEDER, PETER H.",HI,1.0,OTH,2016,0.698140166,34.6,DEM,0.0,0,0.8252299999999999,1.0,,False,,78180.0,55,,74.6,,,,,,,
686,"PULETASI , SAM",HI,1.0,DEM,2016,0.698140166,34.6,DEM,0.519283379,0,0.8252299999999999,1.0,,True,,78180.0,500,,74.6,0.0,0.0,Hawaii,01,H6HI01246,H6HI01246,
687,"SHARSH-DAVIS, LEI",HI,1.0,DEM,2016,0.698140166,34.6,DEM,0.519283379,0,0.8252299999999999,1.0,,True,,78180.0,500,,74.6,0.0,0.0,Hawaii,01,H6HI01253,H6HI01253,
688,"TATAII, STEVE",HI,1.0,DEM,2016,0.698140166,34.6,DEM,0.519283379,0,0.8252299999999999,1.0,,True,,78180.0,159,,74.6,0.0,0.0,Hawaii,01,H8HI01168,H8HI01168,
689,"YIM, ALAN J.K.",HI,1.0,LIB,2016,0.698140166,34.6,DEM,0.0,0,0.8252299999999999,1.0,,False,,78180.0,110,,74.6,,,Hawaii,01,H6HI01261,H6HI01261,
690,"CHAN HODGES, SHAY",HI,2.0,DEM,2016,0.7095715509999999,28.0,DEM,0.7874875920000001,0,0.6752100000000001,0.0,,True,,70867.0,500,,72.35789,2220302.47,1253602.44,Hawaii,02,H6HI02384,H6HI02384,
691,"GABBARD, TULSI",HI,2.0,DEM,2016,0.7095715509999999,28.0,DEM,0.7874875920000001,1,0.6752100000000001,0.0,,True,,70867.0,500,100.00,72.35789,2220302.47,1253602.44,Hawaii,02,H2HI02508,H2HI02508,W
692,"HAFNER, ERIC",HI,2.0,REP,2016,0.7095715509999999,28.0,DEM,0.18648833,0,0.6752100000000001,1.0,,False,,70867.0,14,,72.35789,0.0,0.0,Hawaii,02,H6HI02392,H6HI02392,
693,"KAAIHUE, ANGELA AULANI",HI,2.0,REP,2016,0.7095715509999999,28.0,DEM,0.18648833,0,0.6752100000000001,0.0,,False,,70867.0,7,,72.35789,0.0,0.0,Hawaii,02,H6HI02400,H6HI02400,
694,"TURNER, RICHARD L",HI,2.0,NON,2016,0.7095715509999999,28.0,DEM,0.0,0,0.6752100000000001,1.0,,False,,70867.0,16,,72.35789,,,Hawaii,02,H6HI02376,H6HI02376,
695,"BLUM, RODNEY",IA,1.0,REP,2016,0.571385451,25.5,REP,0.5114517820000001,1,0.0856,1.0,0.45,False,4.0,57402.0,74,54.89,80,1897637.03,1894627.97,Iowa,01,H2IA01055,H2IA01055,W
696,"KROEGER, GARY",IA,1.0,DEM,2016,0.571385451,25.5,REP,0.488548218,0,0.0856,1.0,0.45,True,4.0,57402.0,47,,80,2864419.21,2857575.05,,,,,
697,"MURPHY, PATRICK",IA,1.0,DEM,2016,0.571385451,25.5,REP,0.488548218,0,0.0856,1.0,0.45,True,4.0,57402.0,37,36.71,80,2864419.21,2857575.05,Iowa,01,H4IA01069,H4IA01069,
698,"PATEL, RAVI B",IA,1.0,DEM,2016,0.571385451,25.5,REP,0.488548218,0,0.0856,1.0,0.45,True,4.0,57402.0,500,,80,2864419.21,2857575.05,,,,,
699,"VERNON, MONICA W",IA,1.0,DEM,2016,0.571385451,25.5,REP,0.488548218,0,0.0856,0.0,0.45,True,4.0,57402.0,45,23.63,80,2864419.21,2857575.05,Iowa,01,H4IA01077,H4IA01077,
700,"CHELGREN, ERIC MARK",IA,2.0,REP,2016,0.589983339,27.6,REP,0.47439223700000005,0,0.10290999999999999,1.0,0.45,False,4.0,52150.0,14,,80.5,216592.81,208818.45,,,,,
701,"LOEBSACK, DAVID WAYNE",IA,2.0,DEM,2016,0.589983339,27.6,REP,0.525607763,1,0.10290999999999999,1.0,0.45,True,4.0,52150.0,4,99.32,80.5,1608465.95,681228.09,Iowa,02,H6IA02146,H6IA02146,W
702,"PETERS, CHRISTOPHER CARL",IA,2.0,REP,2016,0.589983339,27.6,REP,0.47439223700000005,0,0.10290999999999999,1.0,0.45,False,4.0,52150.0,2,,80.5,216592.81,208818.45,Iowa,02,H6IA02161,H6IA02161,
703,"ADAMS, DESMUND DOUGLAS",IA,3.0,DEM,2016,0.543020855,32.0,REP,0.423367705,0,0.11845,1.0,0.45,True,4.0,62323.0,500,,80.2,1937782.78,1942889.7,Iowa,03,H6IA03235,H6IA03235,
704,"ADDY, CLAUDIA",IA,3.0,NPA,2016,0.543020855,32.0,REP,0.0,0,0.11845,0.0,0.45,False,4.0,62323.0,195,,80.2,,,Iowa,03,H6IA03250,H6IA03250,
705,"CRAMER, ROBERT JAMES",IA,3.0,REP,2016,0.543020855,32.0,REP,0.528952822,0,0.11845,1.0,0.45,False,4.0,62323.0,7,21.23,80.2,2492690.62,2438370.01,,,,,
706,"GRANDANETTE, JOE",IA,3.0,REP,2016,0.543020855,32.0,REP,0.528952822,0,0.11845,1.0,0.45,False,4.0,62323.0,107,1.55,80.2,2492690.62,2438370.01,Iowa,03,H4IA03123,H4IA03123,
707,"HOLDER, BRYAN JACK",IA,3.0,LIB,2016,0.543020855,32.0,REP,0.032182045,0,0.11845,1.0,0.45,False,4.0,62323.0,46,,80.2,,,Iowa,03,H4IA03149,H4IA03149,
708,"MOWRER, JIM",IA,3.0,DEM,2016,0.543020855,32.0,REP,0.423367705,0,0.11845,1.0,0.45,True,4.0,62323.0,5,99.58,80.2,1937782.78,1942889.7,Iowa,03,H4IA04113,H4IA04113,
709,"SHERZAN, MIKE",IA,3.0,DEM,2016,0.543020855,32.0,REP,0.423367705,0,0.11845,1.0,0.45,True,4.0,62323.0,1,,80.2,1937782.78,1942889.7,Iowa,03,H6IA03243,H6IA03243,
710,"YOUNG, DAVID",IA,3.0,REP,2016,0.543020855,32.0,REP,0.528952822,1,0.11845,1.0,0.45,False,4.0,62323.0,4,15.52,80.2,2492690.62,2438370.01,Iowa,03,H4IA03115,H4IA03115,W
711,"BERTRAND, RICK",IA,4.0,REP,2016,0.508540144,23.3,REP,0.616820054,0,0.07461,1.0,0.45,False,,53335.0,16,,80.2,944682.84,954150.0,Iowa,04,H6IA04142,H6IA04142,
712,"KING, STEVE MR.",IA,4.0,REP,2016,0.508540144,23.3,REP,0.616820054,1,0.07461,1.0,0.45,False,,53335.0,159,99.12,80.2,944682.84,954150.0,Iowa,04,H2IA05072,H2IA05072,W
713,"LUNDE, PAUL",IA,4.0,REP,2016,0.508540144,23.3,REP,0.616820054,0,0.07461,1.0,0.45,False,,53335.0,27,,80.2,944682.84,954150.0,,,,,
714,"WEAVER, KIMBERLY",IA,4.0,DEM,2016,0.508540144,23.3,REP,0.383179946,0,0.07461,0.0,0.45,True,,53335.0,5,,80.2,159625.75,148531.27,Iowa,04,H6IA04134,H6IA04134,
715,"COUNSIL, GORDON JOE",ID,1.0,IND,2016,0.380523393,24.5,REP,0.0,0,0.10357999999999999,1.0,0.3,False,0.0,52199.0,500,,68.5,,,Idaho,01,H6ID01243,H6ID01243,
716,"FOX, SHIZANDRA",ID,1.0,DEM,2016,0.380523393,24.5,REP,0.34988499700000003,0,0.10357999999999999,0.0,0.3,True,0.0,52199.0,500,,68.5,309983.33,309983.33,Idaho,01,H6ID01268,H6ID01268,
717,"HAUGEN, ISAAC M.",ID,1.0,REP,2016,0.380523393,24.5,REP,0.650083309,0,0.10357999999999999,1.0,0.3,False,0.0,52199.0,500,,68.5,491519.75,860957.82,Idaho,01,H6ID01284,H6ID01284,
718,"LABRADOR, RAUL R. HON.",ID,1.0,REP,2016,0.380523393,24.5,REP,0.650083309,1,0.10357999999999999,1.0,0.3,False,0.0,52199.0,500,78.56,68.5,491519.75,860957.82,Idaho,01,H0ID01253,H0ID01253,W
719,"LIFE, PRO",ID,1.0,UNK,2016,0.380523393,24.5,REP,0.0,0,0.10357999999999999,1.0,0.3,False,0.0,52199.0,500,,68.5,,,Idaho,01,H2ID01150,H2ID01150,
720,"NIKOLOVA, STANIELA RADKOVA",ID,1.0,DEM,2016,0.380523393,24.5,REP,0.34988499700000003,0,0.10357999999999999,0.0,0.3,True,0.0,52199.0,500,,68.5,309983.33,309983.33,Idaho,01,H6ID01276,H6ID01276,
721,"PIOTROWSKI, JAMES M",ID,1.0,DEM,2016,0.380523393,24.5,REP,0.34988499700000003,0,0.10357999999999999,1.0,0.3,True,0.0,52199.0,5,,68.5,309983.33,309983.33,Idaho,01,H6ID01250,H6ID01250,
722,"GRAYSON, RICHARD",ID,2.0,DEM,2016,0.336212994,28.1,REP,0.386391529,0,0.10197,1.0,0.3,True,,51294.0,16,,68.2,0.0,0.0,,,,,
723,"MARIE, LISA",ID,2.0,REP,2016,0.336212994,28.1,REP,0.613608471,0,0.10197,0.0,0.3,False,,51294.0,6,7.22,68.2,1013933.11,931105.89,Idaho,02,H4ID01123,H4ID01123,
724,"MARTINEZ, JENNIFER",ID,2.0,DEM,2016,0.336212994,28.1,REP,0.386391529,0,0.10197,0.0,0.3,True,,51294.0,1,,68.2,0.0,0.0,Idaho,02,H6ID02209,H6ID02209,
725,"RODERICK, STEVE",ID,2.0,REP,2016,0.336212994,28.1,REP,0.613608471,0,0.10197,1.0,0.3,False,,51294.0,159,,68.2,1013933.11,931105.89,,,,,
726,"SIMPSON, MICHAEL",ID,2.0,REP,2016,0.336212994,28.1,REP,0.613608471,1,0.10197,1.0,0.3,False,,51294.0,1,61.64,68.2,1013933.11,931105.89,Idaho,02,H8ID02064,H8ID02064,W
727,"TAMAYO, AMY AMERICA",ID,2.0,DEM,2016,0.336212994,28.1,REP,0.386391529,0,0.10197,0.0,0.3,True,,51294.0,2,,68.2,0.0,0.0,,,,,
728,"TOMKINS, ANTHONY DAVID",ID,2.0,CON,2016,0.336212994,28.1,REP,0.0,0,0.10197,1.0,0.3,False,,51294.0,22,,68.2,,,Idaho,02,H6ID02183,H6ID02183,
729,"BAILEY, HAROLD L.",IL,1.0,DEM,2016,0.7501969159999999,27.4,REP,0.7308809690000001,0,0.5766,1.0,0.58,True,0.0,50523.0,152,,68.4,586080.0,618191.5,,,,,
730,"BROOKINS, HOWARD B. JR.",IL,1.0,DEM,2016,0.7501969159999999,27.4,REP,0.7308809690000001,0,0.5766,1.0,0.58,True,0.0,50523.0,188,,68.4,586080.0,618191.5,Illinois,01,H6IL01167,H6IL01167,
731,"BRUTUS, O. PATRICK",IL,1.0,DEM,2016,0.7501969159999999,27.4,REP,0.7308809690000001,0,0.5766,1.0,0.58,True,0.0,50523.0,500,,68.4,586080.0,618191.5,Illinois,01,H4IL02269,H4IL02269,
732,"DEUSER, AUGUST (O'NEILL)",IL,1.0,REP,2016,0.7501969159999999,27.4,REP,0.269119031,0,0.5766,1.0,0.58,False,0.0,50523.0,500,,68.4,20656.0,20150.0,Illinois,01,H6IL01159,H6IL01159,
733,"HARDIMAN, TIO MARIO",IL,1.0,DEM,2016,0.7501969159999999,27.4,REP,0.7308809690000001,0,0.5766,1.0,0.58,True,0.0,50523.0,500,,68.4,586080.0,618191.5,,,,,
734,"RUSH, BOBBY LEE",IL,1.0,DEM,2016,0.7501969159999999,27.4,REP,0.7308809690000001,1,0.5766,1.0,0.58,True,0.0,50523.0,93,100.00,68.4,586080.0,618191.5,Illinois,01,H2IL01042,H2IL01042,W
735,"TILLMAN II, JIMMY LEE",IL,1.0,REP,2016,0.7501969159999999,27.4,REP,0.269119031,0,0.5766,1.0,0.58,False,0.0,50523.0,500,,68.4,20656.0,20150.0,Illinois,01,H6IL01175,H6IL01175,
736,"KELLY, ROBIN L.",IL,2.0,DEM,2016,0.723886028,22.3,REP,0.784942183,1,0.6290899999999999,0.0,0.58,True,4.0,48417.0,67,100.00,67.7,1098719.49,826701.08,Illinois,02,H2IL02172,H2IL02172,W
737,"LEWIS, MARCUS",IL,2.0,DEM,2016,0.723886028,22.3,REP,0.784942183,0,0.6290899999999999,1.0,0.58,True,4.0,48417.0,72,,67.7,1098719.49,826701.08,Illinois,02,H2IL02156,H2IL02156,
738,"MORROW, JOHN F.",IL,2.0,REP,2016,0.723886028,22.3,REP,0.214421392,0,0.6290899999999999,1.0,0.58,False,4.0,48417.0,6,,67.7,0.0,0.0,Illinois,02,H6IL02199,H6IL02199,
739,"MYRICKES, DORIAN C. L.",IL,2.0,DEM,2016,0.723886028,22.3,REP,0.784942183,0,0.6290899999999999,1.0,0.58,True,4.0,48417.0,500,,67.7,1098719.49,826701.08,Illinois,02,H6IL02264,H6IL02264,
740,"RAYBURN, CHARLES",IL,2.0,DEM,2016,0.723886028,22.3,REP,0.784942183,0,0.6290899999999999,1.0,0.58,True,4.0,48417.0,23,,67.7,1098719.49,826701.08,Illinois,02,H4IL02236,H4IL02236,
741,"JACOBSON, OREN",IL,3.0,DEM,2016,0.7501969159999999,26.4,REP,0.6456221839999999,0,0.26499,1.0,0.58,True,4.0,66270.0,500,,68.9,880695.08,670143.09,,,,,
742,"JONES, ARTHUR J.",IL,3.0,REP,2016,0.7501969159999999,26.4,REP,0.0,0,0.26499,1.0,0.58,False,4.0,66270.0,127,,68.9,0.0,0.0,,,,,
743,"LIPINSKI, DANIEL WILLIAM WILLIAM",IL,3.0,DEM,2016,0.7501969159999999,26.4,REP,0.6456221839999999,1,0.26499,1.0,0.58,True,4.0,66270.0,12,100.00,68.9,880695.08,670143.09,Illinois,03,H4IL03077,H4IL03077,W
744,"GUTIERREZ, LUIS V",IL,4.0,DEM,2016,0.7501969159999999,21.8,REP,0.781468257,0,0.44591000000000003,1.0,0.58,True,4.0,51383.0,117,74.34,68.45333,523671.09,559073.21,Illinois,04,H2IL08039,H2IL08039,W
745,"SALAS, JAVIER MR",IL,4.0,DEM,2016,0.7501969159999999,21.8,REP,0.781468257,0,0.44591000000000003,1.0,0.58,True,4.0,51383.0,500,,68.45333,523671.09,559073.21,Illinois,04,H6IL04146,H6IL04146,
746,"BARZ, MICHAEL THOMAS",IL,5.0,W,2016,0.7501969159999999,52.3,REP,0.0,0,0.17928,1.0,0.58,False,4.0,80269.0,1,,75.5,,,,,,,
747,"GRIMSLEY, WARREN GRIZZ",IL,5.0,GRE,2016,0.7501969159999999,52.3,REP,0.061433874000000006,0,0.17928,1.0,0.58,False,4.0,80269.0,500,,75.5,,,Illinois,05,H6IL05168,H6IL05168,
748,"KOLBER, VINCE",IL,5.0,REP,2016,0.7501969159999999,52.3,REP,0.30621838,0,0.17928,1.0,0.58,False,4.0,80269.0,500,,75.5,,,,,,,
749,"MAYERS, RICHARD B. 'RIVERVIEW'",IL,5.0,GRE,2016,0.7501969159999999,52.3,REP,0.061433874000000006,0,0.17928,1.0,0.58,False,4.0,80269.0,16,,75.5,,,,,,,
750,"QUIGLEY, MIKE",IL,5.0,DEM,2016,0.7501969159999999,52.3,REP,0.6323477470000001,1,0.17928,1.0,0.58,True,4.0,80269.0,1,100.00,75.5,1010343.02,826247.14,Illinois,05,H0IL05096,H0IL05096,W
751,"SHERMAN, ROB",IL,5.0,GRE,2016,0.7501969159999999,52.3,REP,0.061433874000000006,0,0.17928,1.0,0.58,False,4.0,80269.0,7,,75.5,,,Illinois,05,H6IL05176,H6IL05176,
752,"DRABIK, GERALD 'JERRY'",IL,6.0,REP,2016,0.708741308,50.9,REP,0.671353538,0,0.1703,1.0,0.58,False,,97387.0,104,,75.2,2988266.05,3331979.99,,,,,
753,"HOWLAND, AMANDA",IL,6.0,DEM,2016,0.708741308,50.9,REP,0.328646462,0,0.1703,0.0,0.58,True,,97387.0,17,,75.2,93943.41,98178.51,Illinois,06,H6IL06166,H6IL06166,
754,"KINZLER, GORDON (JAY)",IL,6.0,REP,2016,0.708741308,50.9,REP,0.671353538,0,0.1703,1.0,0.58,False,,97387.0,500,,75.2,2988266.05,3331979.99,Illinois,06,H6IL06158,H6IL06158,
755,"MARSHALL, ROBERT",IL,6.0,DEM,2016,0.708741308,50.9,REP,0.328646462,0,0.1703,1.0,0.58,True,,97387.0,7,,75.2,93943.41,98178.51,Illinois,06,H0IL08033,H0IL08033,
756,"ROSKAM, PETER",IL,6.0,REP,2016,0.708741308,50.9,REP,0.671353538,1,0.1703,1.0,0.58,False,,97387.0,55,100.00,75.2,2988266.05,3331979.99,Illinois,06,H6IL06117,H6IL06117,W
757,"COLLINS, FREDERICK",IL,7.0,DEM,2016,0.7501969159999999,39.7,REP,0.85095294,0,0.6452600000000001,1.0,0.58,True,0.0,54147.0,135,,76.98947,552637.99,503244.38,Illinois,07,H2IL01141,H2IL01141,
758,"DAVIS, DANNY K. MR.",IL,7.0,DEM,2016,0.7501969159999999,39.7,REP,0.85095294,1,0.6452600000000001,1.0,0.58,True,0.0,54147.0,95,100.00,76.98947,552637.99,503244.38,Illinois,07,H4IL07037,H4IL07037,W
759,"DAY, THOMAS",IL,7.0,DEM,2016,0.7501969159999999,39.7,REP,0.85095294,0,0.6452600000000001,1.0,0.58,True,0.0,54147.0,20,,76.98947,552637.99,503244.38,Illinois,07,H6IL07289,H6IL07289,
760,"ENYIA, AMARA DR.",IL,7.0,DEM,2016,0.7501969159999999,39.7,REP,0.85095294,0,0.6452600000000001,0.0,0.58,True,0.0,54147.0,500,,76.98947,552637.99,503244.38,,,,,
761,"LEEF, JEFFREY A.",IL,7.0,REP,2016,0.7501969159999999,39.7,REP,0.14904706,0,0.6452600000000001,1.0,0.58,False,0.0,54147.0,15,,76.98947,0.0,0.0,Illinois,07,H6IL07305,H6IL07305,
762,"BULLWINKEL, DEBORAH M",IL,8.0,DEM,2016,0.708412833,33.0,REP,0.557263531,0,0.3508,0.0,0.58,True,3.0,67745.0,61,,78.55238,3562107.3,2636224.59,Illinois,08,H6IL08188,H6IL08188,
763,"CULLERTON, TOM",IL,8.0,DEM,2016,0.708412833,33.0,REP,0.557263531,0,0.3508,1.0,0.58,True,3.0,67745.0,20,,78.55238,3562107.3,2636224.59,,,,,
764,"DICIANNI, PETER",IL,8.0,REP,2016,0.708412833,33.0,REP,0.44273646899999997,0,0.3508,1.0,0.58,False,3.0,67745.0,55,,78.55238,273874.56,273874.56,Illinois,08,H6IL08170,H6IL08170,
765,"EVENS, RICHARD",IL,8.0,REP,2016,0.708412833,33.0,REP,0.44273646899999997,0,0.3508,1.0,0.58,False,3.0,67745.0,16,,78.55238,273874.56,273874.56,,,,,
766,"FRASER, WILLIAM E",IL,8.0,IND,2016,0.708412833,33.0,REP,0.0,0,0.3508,1.0,0.58,False,3.0,67745.0,9,,78.55238,,,,,,,
767,"HANTSCH, JOSEPH J",IL,8.0,REP,2016,0.708412833,33.0,REP,0.44273646899999997,0,0.3508,1.0,0.58,False,3.0,67745.0,11,,78.55238,273874.56,273874.56,,,,,
768,"KRISHNAMOORTHI, S. RAJA",IL,8.0,DEM,2016,0.708412833,33.0,REP,0.557263531,0,0.3508,1.0,0.58,True,3.0,67745.0,500,,78.55238,3562107.3,2636224.59,Illinois,08,H6IL08147,H6IL08147,W
769,"NOLAND, MICHAEL",IL,8.0,DEM,2016,0.708412833,33.0,REP,0.557263531,0,0.3508,1.0,0.58,True,3.0,67745.0,1,,78.55238,3562107.3,2636224.59,Illinois,08,H6IL08162,H6IL08162,
770,"STRAW, ANDREW",IL,8.0,REP,2016,0.708412833,33.0,REP,0.44273646899999997,0,0.3508,1.0,0.58,False,3.0,67745.0,28,,78.55238,273874.56,273874.56,Illinois,08,H6IL04138,H6IL04138,
771,"ATANUS, SUSANNE",IL,9.0,REP,2016,0.7501969159999999,52.1,REP,0.33911454700000004,0,0.28944000000000003,0.0,0.58,False,0.0,67084.0,500,52.40,79.9,198329.6,198329.6,Illinois,09,H0IL09080,H0IL09080,
772,"DETZEL, DENIS",IL,9.0,REP,2016,0.7501969159999999,52.1,REP,0.33911454700000004,0,0.28944000000000003,1.0,0.58,False,0.0,67084.0,500,,79.9,198329.6,198329.6,,,,,
773,"LASONDE, JOAN MCCARTHY",IL,9.0,REP,2016,0.7501969159999999,52.1,REP,0.33911454700000004,0,0.28944000000000003,0.0,0.58,False,0.0,67084.0,500,,79.9,198329.6,198329.6,Illinois,09,H6IL09145,H6IL09145,
774,"SCHAKOWSKY, JANICE D",IL,9.0,DEM,2016,0.7501969159999999,52.1,REP,0.6605762470000001,1,0.28944000000000003,0.0,0.58,True,0.0,67084.0,184,100.00,79.9,1365194.79,1296088.46,Illinois,09,H8IL09067,H8IL09067,W
775,"WILLIAMS, DAVID EARL III",IL,9.0,IND,2016,0.7501969159999999,52.1,REP,0.0,0,0.28944000000000003,1.0,0.58,False,0.0,67084.0,4,47.60,79.9,,,Illinois,09,H4IL09074,H4IL09074,
776,"DOLD, ROBERT JAMES JR",IL,10.0,REP,2016,0.723531354,43.7,REP,0.512975076,1,0.28808,1.0,0.58,False,0.0,74971.0,7,100.00,79.4,5410425.31,5572465.04,Illinois,10,H0IL10302,H0IL10302,
777,"KOPSICK, JOSEPH WILLIAM",IL,10.0,OTH,2016,0.723531354,43.7,REP,0.0,0,0.28808,1.0,0.58,False,0.0,74971.0,11,,79.4,,,Illinois,10,H6IL10150,H6IL10150,
778,"RODKIN ROTERING, NANCY",IL,10.0,DEM,2016,0.723531354,43.7,REP,0.48702492399999997,0,0.28808,0.0,0.58,True,0.0,74971.0,500,,79.4,5071608.03,4931418.5,Illinois,10,H6IL10135,H6IL10135,
779,"SCHNEIDER, BRADLEY SCOTT",IL,10.0,DEM,2016,0.723531354,43.7,REP,0.48702492399999997,0,0.28808,1.0,0.58,True,0.0,74971.0,57,100.00,79.4,5071608.03,4931418.5,Illinois,10,H2IL10068,H2IL10068,W
780,"SCHROEDER, WILL DR",IL,10.0,DEM,2016,0.723531354,43.7,REP,0.48702492399999997,0,0.28808,1.0,0.58,True,0.0,74971.0,500,,79.4,5071608.03,4931418.5,,,,,
781,"FOSTER, G. WILLIAM (BILL)",IL,11.0,DEM,2016,0.48468597,34.8,REP,0.534616529,1,0.34469,1.0,0.58,True,4.0,72198.0,500,100.00,80.8,2886538.27,1666528.48,Illinois,11,H8IL14067,H8IL14067,W
782,"KHOURI, TONIA",IL,11.0,REP,2016,0.48468597,34.8,REP,0.465377749,0,0.34469,0.0,0.58,False,4.0,72198.0,500,,80.8,746900.53,744893.26,Illinois,11,H6IL11117,H6IL11117,
783,"STELLA, DOMINICK J. M.D.",IL,11.0,REP,2016,0.48468597,34.8,REP,0.465377749,0,0.34469,1.0,0.58,False,4.0,72198.0,500,,80.8,746900.53,744893.26,Illinois,11,H6IL11133,H6IL11133,
784,"TAMS, MICHAEL A",IL,11.0,REP,2016,0.48468597,34.8,REP,0.465377749,0,0.34469,1.0,0.58,False,4.0,72198.0,1,,80.8,746900.53,744893.26,,,,,
785,"WHITE, HERMAN",IL,11.0,REP,2016,0.48468597,34.8,REP,0.465377749,0,0.34469,1.0,0.58,False,4.0,72198.0,500,100.00,80.8,746900.53,744893.26,Illinois,11,H6IL11141,H6IL11141,
786,"BARICEVIC, CHARLES JOHN",IL,12.0,DEM,2016,0.49576894299999996,22.1,REP,0.418903584,0,0.21986999999999998,1.0,0.58,True,0.0,47430.0,23,,79.4,1000335.63,987674.36,Illinois,12,H6IL12099,H6IL12099,
787,"BOST, MICHAEL",IL,12.0,REP,2016,0.49576894299999996,22.1,REP,0.524645033,1,0.21986999999999998,1.0,0.58,False,0.0,47430.0,1,100.00,79.4,2313249.91,2333134.59,Illinois,12,H4IL12060,H4IL12060,W
788,"BRADSHAW, PAULA",IL,12.0,GRE,2016,0.49576894299999996,22.1,REP,0.056451382,0,0.21986999999999998,0.0,0.58,False,0.0,47430.0,98,100.00,79.4,,,Illinois,12,H2IL12130,H2IL12130,
789,"FOLKNER, SADONA M.",IL,12.0,GRE,2016,0.49576894299999996,22.1,REP,0.056451382,0,0.21986999999999998,0.0,0.58,False,0.0,47430.0,500,,79.4,,,Illinois,12,H6IL12115,H6IL12115,
790,"VOWELL, EDWARD F.",IL,12.0,DEM,2016,0.49576894299999996,22.1,REP,0.418903584,0,0.21986999999999998,1.0,0.58,True,0.0,47430.0,40,,79.4,1000335.63,987674.36,,,,,
791,"DAVIS, RODNEY L",IL,13.0,UNK,2016,0.690443956,30.0,REP,0.0,1,0.18629,1.0,0.58,False,4.0,49758.0,74,100.00,79.6,,,Illinois,13,H2IL13120,H2IL13120,W
792,"GILL, DAVID DR.",IL,13.0,IND,2016,0.690443956,30.0,REP,0.0,0,0.18629,1.0,0.58,False,4.0,49758.0,4,,79.6,,,,,,,
793,"VANDERSAND, ETHAN",IL,13.0,REP,2016,0.690443956,30.0,REP,0.5865593139999999,0,0.18629,1.0,0.58,False,4.0,49758.0,500,,79.6,2626498.92,2356035.9,Illinois,13,H6IL13139,H6IL13139,
